State,County,Black low access to store 2015 (LACCESS_BLACK15),Units,FIPS,FID
Alabama,Autauga,4216.47319356368,Count,1001,5
Alabama,Baldwin,3540.96582645598,Count,1003,20
Alabama,Barbour,2713.12492972364,Count,1005,25
Alabama,Bibb,419.099942484012,Count,1007,29
Alabama,Blount,95.8426872727741,Count,1009,33
Alabama,Bullock,2634.50668503436,Count,1011,37
Alabama,Butler,550.901102632739,Count,1013,39
Alabama,Calhoun,5465.72518034221,Count,1015,43
Alabama,Chambers,2616.9630131652,Count,1017,47
Alabama,Cherokee,1.41091329790652,Count,1019,51
Alabama,Chilton,245.009063745252,Count,1021,56
Alabama,Choctaw,1945.20992664021,Count,1023,58
Alabama,Clarke,3395.89371151663,Count,1025,61
Alabama,Clay,64.5658169997632,Count,1027,65
Alabama,Cleburne,1.90372347831726,Count,1029,67
Alabama,Coffee,1130.79072890261,Count,1031,70
Alabama,Colbert,1254.05606023697,Count,1033,73
Alabama,Conecuh,943.572871069265,Count,1035,80
Alabama,Coosa,480.200947604602,Count,1037,82
Alabama,Covington,316.622294702244,Count,1039,88
Alabama,Crenshaw,1288.96524869864,Count,1041,90
Alabama,Cullman,33.5679093181861,Count,1043,98
Alabama,Dale,2721.59086700077,Count,1045,101
Alabama,Dallas,5682.52393457849,Count,1047,110
Alabama,DeKalb,117.50701831316,Count,1049,112
Alabama,Elmore,5073.77972715868,Count,1051,118
Alabama,Escambia,1790.37330512994,Count,1053,122
Alabama,Etowah,3694.8278402129,Count,1055,131
Alabama,Fayette,111.581956965218,Count,1057,134
Alabama,Franklin,80.9139375455561,Count,1059,138
Alabama,Geneva,54.1446203555461,Count,1061,140
Alabama,Greene,2528.73576535829,Count,1063,148
Alabama,Hale,589.922099083178,Count,1065,150
Alabama,Henry,189.033455271179,Count,1067,158
Alabama,Houston,4003.03303342733,Count,1069,160
Alabama,Jackson,241.598745868148,Count,1071,164
Alabama,Jefferson,102009.89654843,Count,1073,171
Alabama,Lamar,8.28905507316813,Count,1075,174
Alabama,Lauderdale,1018.24950509544,Count,1077,176
Alabama,Lawrence,47.8613081522599,Count,1079,181
Alabama,Lee,8133.64965697325,Count,1081,187
Alabama,Limestone,2008.95828780254,Count,1083,197
Alabama,Lowndes,1898.06536263964,Count,1085,205
Alabama,Macon,7327.35157797705,Count,1087,210
Alabama,Madison,22812.5596913123,Count,1089,217
Alabama,Marengo,3024.89065747117,Count,1091,220
Alabama,Marion,11.797590985811,Count,1093,224
Alabama,Marshall,222.110126686432,Count,1095,231
Alabama,Mobile,34366.3148578355,Count,1097,240
Alabama,Monroe,3238.34070213799,Count,1099,250
Alabama,Montgomery,43343.734733167,Count,1101,256
Alabama,Morgan,1756.21857682853,Count,1103,262
Alabama,Perry,297.579872229389,Count,1105,264
Alabama,Pickens,232.88642444458,Count,1107,273
Alabama,Pike,1653.52468660209,Count,1109,279
Alabama,Randolph,1034.34836019886,Count,1111,284
Alabama,Russell,2667.16279652607,Count,1113,288
Alabama,St. Clair,441.512611491606,Count,1115,292
Alabama,Shelby,3590.15054551047,Count,1117,298
Alabama,Sumter,1827.49730378838,Count,1119,303
Alabama,Talladega,2925.04602622733,Count,1121,306
Alabama,Tallapoosa,824.080332349753,Count,1123,308
Alabama,Tuscaloosa,11864.1931226243,Count,1125,313
