State,County,Hawaiian or Pacific Islander low access to store 2015 (LACCESS_NHPI15),Units,FIPS,FID
Alabama,Autauga,8.81796072726138,Count,1001,5
Alabama,Baldwin,14.8196338085691,Count,1003,20
Alabama,Barbour,8.08237598461528,Count,1005,25
Alabama,Bibb,0.0,Count,1007,29
Alabama,Blount,1.06285117741209,Count,1009,33
Alabama,Bullock,0.0,Count,1011,37
Alabama,Butler,0.0,Count,1013,39
Alabama,Calhoun,21.9615067912382,Count,1015,43
Alabama,Chambers,0.061101226019673,Count,1017,47
Alabama,Cherokee,0.0,Count,1019,51
Alabama,Chilton,27.7091237772256,Count,1021,56
Alabama,Choctaw,0.0,Count,1023,58
Alabama,Clarke,0.988259672220011,Count,1025,61
Alabama,Clay,0.0,Count,1027,65
Alabama,Cleburne,0.0,Count,1029,67
Alabama,Coffee,29.9081610552812,Count,1031,70
Alabama,Colbert,1.0,Count,1033,73
Alabama,Conecuh,0.0,Count,1035,80
Alabama,Coosa,0.0808191001415253,Count,1037,82
Alabama,Covington,0.0,Count,1039,88
Alabama,Crenshaw,0.0,Count,1041,90
Alabama,Cullman,1.30624538660049,Count,1043,98
Alabama,Dale,18.8335900002749,Count,1045,101
Alabama,Dallas,0.169689558446407,Count,1047,110
Alabama,DeKalb,15.3564633131027,Count,1049,112
Alabama,Elmore,4.94881563007948,Count,1051,118
Alabama,Escambia,0.464153837412596,Count,1053,122
Alabama,Etowah,5.33164598187432,Count,1055,131
Alabama,Fayette,0.0,Count,1057,134
Alabama,Franklin,0.207850186503492,Count,1059,138
Alabama,Geneva,0.362794455169933,Count,1061,140
Alabama,Greene,0.0,Count,1063,148
Alabama,Hale,1.0,Count,1065,150
Alabama,Henry,0.117653085175334,Count,1067,158
Alabama,Houston,10.4388281927677,Count,1069,160
Alabama,Jackson,3.7083637714386,Count,1071,164
Alabama,Jefferson,80.0604913783011,Count,1073,171
Alabama,Lamar,0.0,Count,1075,174
Alabama,Lauderdale,9.41766857745824,Count,1077,176
Alabama,Lawrence,0.0,Count,1079,181
Alabama,Lee,18.3825251551025,Count,1081,187
Alabama,Limestone,2.2375465631485,Count,1083,197
Alabama,Lowndes,0.0,Count,1085,205
Alabama,Macon,0.0,Count,1087,210
Alabama,Madison,78.926328393849,Count,1089,217
Alabama,Marengo,0.934074380202219,Count,1091,220
Alabama,Marion,7.05574167624582,Count,1093,224
Alabama,Marshall,5.25294255977497,Count,1095,231
Alabama,Mobile,56.5590688018565,Count,1097,240
Alabama,Monroe,0.0,Count,1099,250
Alabama,Montgomery,60.2860695400539,Count,1101,256
Alabama,Morgan,11.9002147130668,Count,1103,262
Alabama,Perry,0.0,Count,1105,264
Alabama,Pickens,0.0,Count,1107,273
Alabama,Pike,1.02746689319611,Count,1109,279
Alabama,Randolph,1.0,Count,1111,284
