State,County,Population low access to store 2015 (LACCESS_POP15),Units,FIPS,FID
Alabama,Autauga,17496.6930380858,Count,1001,5
Alabama,Baldwin,30561.2644297432,Count,1003,20
Alabama,Barbour,6069.52362758896,Count,1005,25
Alabama,Bibb,969.378840984762,Count,1007,29
Alabama,Blount,3724.42824233857,Count,1009,33
Alabama,Bullock,4141.90036536622,Count,1011,37
Alabama,Butler,1304.32875630859,Count,1013,39
Alabama,Calhoun,27785.986765365,Count,1015,43
Alabama,Chambers,7131.50571665377,Count,1017,47
Alabama,Cherokee,103.522498883598,Count,1019,51
Alabama,Chilton,1469.89911040547,Count,1021,56
Alabama,Choctaw,2702.89519889199,Count,1023,58
Alabama,Clarke,5712.92633155957,Count,1025,61
Alabama,Clay,642.740919912668,Count,1027,65
Alabama,Cleburne,789.535142867193,Count,1029,67
Alabama,Coffee,10486.0859800181,Count,1031,70
Alabama,Colbert,11095.6663044647,Count,1033,73
Alabama,Conecuh,3558.35944028066,Count,1035,80
Alabama,Coosa,2828.93033363739,Count,1037,82
Alabama,Covington,3769.12224820551,Count,1039,88
Alabama,Crenshaw,5278.96648668747,Count,1041,90
Alabama,Cullman,5900.27020156578,Count,1043,98
Alabama,Dale,14036.9701173605,Count,1045,101
Alabama,Dallas,7640.05686759809,Count,1047,110
Alabama,DeKalb,2679.85266237218,Count,1049,112
Alabama,Elmore,15064.3665877468,Count,1051,118
Alabama,Escambia,5058.77540327542,Count,1053,122
Alabama,Etowah,23289.8268209082,Count,1055,131
Alabama,Fayette,407.386753066814,Count,1057,134
Alabama,Franklin,3663.44173644414,Count,1059,138
Alabama,Geneva,605.193394728471,Count,1061,140
Alabama,Greene,2962.99100888567,Count,1063,148
Alabama,Hale,1864.54134988226,Count,1065,150
Alabama,Henry,805.472428049552,Count,1067,158
Alabama,Houston,18340.749037533,Count,1069,160
Alabama,Jackson,4218.96673811722,Count,1071,164
Alabama,Jefferson,205657.867797348,Count,1073,171
Alabama,Lamar,229.952612240944,Count,1075,174
Alabama,Lauderdale,12476.0967050946,Count,1077,176
Alabama,Lawrence,1648.24435485302,Count,1079,181
Alabama,Lee,36835.8868735046,Count,1081,187
Alabama,Limestone,9339.42167313804,Count,1083,197
Alabama,Lowndes,2539.86439181493,Count,1085,205
Alabama,Macon,8050.77930475775,Count,1087,210
Alabama,Madison,88544.0304518332,Count,1089,217
Alabama,Marengo,5125.00561748114,Count,1091,220
Alabama,Marion,1929.43172023684,Count,1093,224
Alabama,Marshall,10484.7984305757,Count,1095,231
Alabama,Mobile,103768.64350403,Count,1097,240
Alabama,Monroe,5711.64066386163,Count,1099,250
Alabama,Montgomery,66180.6549797803,Count,1101,256
Alabama,Morgan,15514.2795759028,Count,1103,262
Alabama,Perry,881.549476374204,Count,1105,264
Alabama,Pickens,529.138640010843,Count,1107,273
Alabama,Pike,4535.49713758166,Count,1109,279
Alabama,Randolph,3374.62946397418,Count,1111,284
