State,County,SNAP households low access to store 2015 (LACCESS_SNAP15),Units,FIPS,FID
Alabama,Autauga,931.935186356427,Count,1001,5
Alabama,Baldwin,950.535289702192,Count,1003,20
Alabama,Barbour,422.569040288366,Count,1005,25
Alabama,Bibb,53.8187720247035,Count,1007,29
Alabama,Blount,175.370338437865,Count,1009,33
Alabama,Bullock,225.322524988909,Count,1011,37
Alabama,Butler,91.4377952925083,Count,1013,39
Alabama,Calhoun,1931.25635752145,Count,1015,43
Alabama,Chambers,502.632028334522,Count,1017,47
Alabama,Cherokee,4.88856330459021,Count,1019,51
Alabama,Chilton,115.455204354435,Count,1021,56
Alabama,Choctaw,360.071288728678,Count,1023,58
Alabama,Clarke,428.880892487541,Count,1025,61
Alabama,Clay,41.0409481827768,Count,1027,65
Alabama,Cleburne,39.545648635223,Count,1029,67
Alabama,Coffee,396.544337836651,Count,1031,70
Alabama,Colbert,838.679986359119,Count,1033,73
Alabama,Conecuh,428.044060097919,Count,1035,80
Alabama,Coosa,147.314286293924,Count,1037,82
Alabama,Covington,221.644995380933,Count,1039,88
Alabama,Crenshaw,442.400225633661,Count,1041,90
Alabama,Cullman,354.282224371734,Count,1043,98
Alabama,Dale,685.85093377199,Count,1045,101
Alabama,Dallas,1125.3868485639,Count,1047,110
Alabama,DeKalb,185.358079241831,Count,1049,112
Alabama,Elmore,580.814828499372,Count,1051,118
Alabama,Escambia,557.141717051516,Count,1053,122
Alabama,Etowah,1518.37360021531,Count,1055,131
Alabama,Fayette,56.5249278884228,Count,1057,134
Alabama,Franklin,253.998515569088,Count,1059,138
Alabama,Geneva,45.5779857638408,Count,1061,140
Alabama,Greene,461.358750849131,Count,1063,148
Alabama,Hale,101.328660388056,Count,1065,150
Alabama,Henry,64.3282114529604,Count,1067,158
Alabama,Houston,740.797531537154,Count,1069,160
Alabama,Jackson,228.725996927938,Count,1071,164
Alabama,Jefferson,13857.4514114382,Count,1073,171
Alabama,Lamar,20.6555023862456,Count,1075,174
Alabama,Lauderdale,561.931865117934,Count,1077,176
Alabama,Lawrence,123.361625669046,Count,1079,181
Alabama,Lee,1435.26554589559,Count,1081,187
Alabama,Limestone,553.113135825273,Count,1083,197
Alabama,Lowndes,285.620459423305,Count,1085,205
Alabama,Macon,1038.21670124354,Count,1087,210
Alabama,Madison,3342.17074774407,Count,1089,217
Alabama,Marengo,470.690635195018,Count,1091,220
Alabama,Marion,193.592300914169,Count,1093,224
Alabama,Marshall,668.324358740355,Count,1095,231
Alabama,Mobile,7493.3497004428,Count,1097,240
Alabama,Monroe,337.63604176174,Count,1099,250
Alabama,Montgomery,6499.762556824891,Count,1101,256
Alabama,Morgan,711.572407311293,Count,1103,262
Alabama,Perry,72.9001950129721,Count,1105,264
Alabama,Pickens,56.0757017873165,Count,1107,273
Alabama,Pike,291.78185070199,Count,1109,279
Alabama,Randolph,253.247004314355,Count,1111,284
Alabama,Russell,539.459156528139,Count,1113,288
Alabama,St. Clair,143.979543621885,Count,1115,292
Alabama,Shelby,704.599597376054,Count,1117,298
Alabama,Sumter,377.116047397973,Count,1119,303
Alabama,Talladega,970.462009543479,Count,1121,306
Alabama,Tallapoosa,272.247073405741,Count,1123,308
Alabama,Tuscaloosa,1513.17780714074,Count,1125,313
Alabama,Walker,644.158577124777,Count,1127,317
Alabama,Washington,89.3760138237008,Count,1129,319
Alabama,Wilcox,538.892156593494,Count,1131,326
Alabama,Winston,89.6374898255292,Count,1133,332
Alaska,Aleutians East,54.155978559038,Count,2013,346
Alaska,Aleutians West,35.7269861511666,Count,2016,381
Alaska,Anchorage,1418.28778106769,Count,2020,400
Alaska,Bethel,1336.77886493234,Count,2050,411
Alaska,Bristol Bay,21.2562813245072,Count,2060,423
Alaska,Denali,21.2105264001788,Count,2068,426
Alaska,Dillingham,290.852782679095,Count,2070,445
Alaska,Fairbanks North Star,577.407486250693,Count,2090,454
Alaska,Haines,24.9495418034295,Count,2100,462
Alaska,Hoonah-Angoon,172.673071643112,Count,2105,476
Alaska,Juneau,261.921171361333,Count,2110,482
Alaska,Kenai Peninsula,340.558025276752,Count,2122,494
Alaska,Ketchikan Gateway,38.0337931309126,Count,2130,514
Alaska,Kodiak Island,61.6748867074183,Count,2150,533
Alaska,Lake and Peninsula,104.968406823335,Count,2164,544
Alaska,Matanuska-Susitna,1029.93933051996,Count,2170,556
Alaska,Nome,695.912886447414,Count,2180,571
Alaska,North Slope,137.219218358024,Count,2185,614
Alaska,Northwest Arctic,459.052642346478,Count,2188,638
Alaska,Petersburg,7.01060493965668,Count,2195,645
Alaska,Prince of Wales-Hyder,156.811091660014,Count,2198,669
Alaska,Sitka,53.4914584198929,Count,2220,679
Alaska,Skagway,0.0621547385096134,Count,2230,683
Alaska,Southeast Fairbanks,172.88468880276,Count,2240,690
Alaska,Valdez-Cordova,177.06608042454,Count,2261,710
Alaska,Wade Hampton,578.480471758728,Count,2270,725
Alaska,Wrangell,32.0117127299527,Count,2275,733
Alaska,Yakutat,26.4905662816472,Count,2282,744
Alaska,Yukon-Koyukuk,718.497075736947,Count,2290,753
Arizona,Apache,4578.40524273959,Count,4001,761
Arizona,Cochise,2722.27995813646,Count,4003,763
Arizona,Coconino,2432.21636838082,Count,4005,771
Arizona,Gila,1479.0455346255,Count,4007,787
Arizona,Graham,1076.63358266211,Count,4009,0
Arizona,Greenlee,255.699461965239,Count,4011,1
Arizona,La Paz,505.756184203137,Count,4012,3
Arizona,Maricopa,18993.9327807453,Count,4013,9
Arizona,Mohave,6493.3436630399,Count,4015,15
