State,County,Multiracial low access to store 2015 (LACCESS_MULTIR15),Units,FIPS,FID
Alabama,Autauga,482.848632899594,Count,1001,5
Alabama,Baldwin,1127.69609830764,Count,1003,20
Alabama,Barbour,462.382654954351,Count,1005,25
Alabama,Bibb,5.25924404172292,Count,1007,29
Alabama,Blount,202.91418653419,Count,1009,33
Alabama,Bullock,36.5231713199781,Count,1011,37
Alabama,Butler,11.4409871611977,Count,1013,39
Alabama,Calhoun,886.573464390949,Count,1015,43
Alabama,Chambers,104.1896200823,Count,1017,47
Alabama,Cherokee,1.00370467733592,Count,1019,51
Alabama,Chilton,59.3180650355716,Count,1021,56
Alabama,Choctaw,8.86854065991793,Count,1023,58
Alabama,Clarke,54.9908872347318,Count,1025,61
Alabama,Clay,15.9832987977243,Count,1027,65
Alabama,Cleburne,14.056417049218,Count,1029,67
Alabama,Coffee,521.242290906784,Count,1031,70
Alabama,Colbert,264.331897837656,Count,1033,73
Alabama,Conecuh,48.1854134559337,Count,1035,80
Alabama,Coosa,32.6692726410736,Count,1037,82
Alabama,Covington,42.3274263567002,Count,1039,88
Alabama,Crenshaw,93.1540638945462,Count,1041,90
Alabama,Cullman,191.100612627419,Count,1043,98
Alabama,Dale,990.861841112806,Count,1045,101
Alabama,Dallas,62.4942770331035,Count,1047,110
Alabama,DeKalb,762.887410969422,Count,1049,112
Alabama,Elmore,422.097989522981,Count,1051,118
Alabama,Escambia,137.390545462262,Count,1053,122
Alabama,Etowah,612.956733135819,Count,1055,131
Alabama,Fayette,8.04422268552662,Count,1057,134
Alabama,Franklin,452.854823199908,Count,1059,138
Alabama,Geneva,11.8522249159287,Count,1061,140
Alabama,Greene,12.9205682491793,Count,1063,148
Alabama,Hale,11.3912014970997,Count,1065,150
Alabama,Henry,8.82278613796734,Count,1067,158
Alabama,Houston,597.951135739789,Count,1069,160
Alabama,Jackson,224.899768820253,Count,1071,164
Alabama,Jefferson,6376.99572309388,Count,1073,171
Alabama,Lamar,1.57494180370122,Count,1075,174
Alabama,Lauderdale,318.374471667752,Count,1077,176
Alabama,Lawrence,85.3342135040617,Count,1079,181
Alabama,Lee,878.497843014519,Count,1081,187
Alabama,Limestone,422.220572994098,Count,1083,197
Alabama,Lowndes,28.5049799986,Count,1085,205
Alabama,Macon,106.473774399041,Count,1087,210
Alabama,Madison,4507.15494734084,Count,1089,217
Alabama,Marengo,43.4872378526706,Count,1091,220
Alabama,Marion,36.1179815121131,Count,1093,224
Alabama,Marshall,1443.12078058605,Count,1095,231
Alabama,Mobile,2216.34838486408,Count,1097,240
Alabama,Monroe,53.3558983412818,Count,1099,250
