State,County,Full-service restaurants per 1000 pop 2011 (FSRPTH11),Units,FIPS,FID
Alabama,Autauga,0.579720647,Count,1001,5
Alabama,Baldwin,1.15796584,Count,1003,20
Alabama,Barbour,0.621549486,Count,1005,25
Alabama,Bibb,0.219828534,Count,1007,29
Alabama,Blount,0.260588583,Count,1009,33
Alabama,Bullock,0.18735363,Count,1011,37
Alabama,Butler,0.670498084,Count,1013,39
Alabama,Calhoun,0.662223543,Count,1015,43
Alabama,Chambers,0.528929505,Count,1017,47
Alabama,Cherokee,0.269303274,Count,1019,51
Alabama,Chilton,0.480681194,Count,1021,56
Alabama,Choctaw,0.440949511,Count,1023,58
Alabama,Clarke,0.508169807,Count,1025,61
Alabama,Clay,0.438340152,Count,1027,65
Alabama,Cleburne,0.20096463,Count,1029,67
Alabama,Coffee,0.416385772,Count,1031,70
Alabama,Colbert,0.568452708,Count,1033,73
Alabama,Conecuh,0.379161295,Count,1035,80
Alabama,Coosa,0.0,Count,1037,82
Alabama,Covington,0.499776416,Count,1039,88
Alabama,Crenshaw,0.647575191,Count,1041,90
Alabama,Cullman,0.547188817,Count,1043,98
Alabama,Dale,0.598718742,Count,1045,101
Alabama,Dallas,0.416127242,Count,1047,110
Alabama,DeKalb,0.462489314,Count,1049,112
Alabama,Elmore,0.449966253,Count,1051,118
Alabama,Escambia,0.471179519,Count,1053,122
Alabama,Etowah,0.507886617,Count,1055,131
Alabama,Fayette,0.410557185,Count,1057,134
Alabama,Franklin,0.566625744,Count,1059,138
Alabama,Geneva,0.33632287,Count,1061,140
Alabama,Greene,0.0,Count,1063,148
Alabama,Hale,0.325563224,Count,1065,150
Alabama,Henry,0.517955801,Count,1067,158
Alabama,Houston,0.761213257,Count,1069,160
Alabama,Jackson,0.544989852,Count,1071,164
Alabama,Jefferson,0.586814313,Count,1073,171
Alabama,Lamar,0.839924407,Count,1075,174
Alabama,Lauderdale,0.745116249,Count,1077,176
Alabama,Lawrence,0.528680941,Count,1079,181
Alabama,Lee,0.68694186,Count,1081,187
Alabama,Limestone,0.43259675,Count,1083,197
Alabama,Lowndes,0.179694519,Count,1085,205
Alabama,Macon,0.093967299,Count,1087,210
Alabama,Madison,0.700991697,Count,1089,217
Alabama,Marengo,0.532713449,Count,1091,220
Alabama,Marion,0.554649266,Count,1093,224
Alabama,Marshall,0.702950261,Count,1095,231
Alabama,Mobile,0.498509312,Count,1097,240
Alabama,Monroe,0.438596491,Count,1099,250
Alabama,Montgomery,0.58473918,Count,1101,256
Alabama,Morgan,0.51663653,Count,1103,262
Alabama,Perry,0.668449198,Count,1105,264
Alabama,Pickens,0.516689057,Count,1107,273
Alabama,Pike,0.546000546,Count,1109,279
Alabama,Randolph,0.483729112,Count,1111,284
Alabama,Russell,0.401218244,Count,1113,288
Alabama,St. Clair,0.510622128,Count,1115,292
Alabama,Shelby,0.641786896,Count,1117,298
Alabama,Sumter,0.370617449,Count,1119,303
Alabama,Talladega,0.550176056,Count,1121,306
Alabama,Tallapoosa,0.531477992,Count,1123,308
Alabama,Tuscaloosa,0.564314003,Count,1125,313
Alabama,Walker,0.540727278,Count,1127,317
Alabama,Washington,0.403341976,Count,1129,319
