State,County,Population low access to store 2010 (LACCESS_POP10),Units,FIPS,FID
Alabama,Autauga,18428.4396853647,Count,1001,5
Alabama,Baldwin,35210.8140777756,Count,1003,20
Alabama,Barbour,5722.3056022933,Count,1005,25
Alabama,Bibb,1044.86732736101,Count,1007,29
Alabama,Blount,1548.17555923387,Count,1009,33
Alabama,Bullock,4089.9835478141,Count,1011,37
Alabama,Butler,1307.81970553017,Count,1013,39
Alabama,Calhoun,30901.1505851428,Count,1015,43
Alabama,Chambers,6748.21322261533,Count,1017,47
Alabama,Cherokee,79.410234562587,Count,1019,51
Alabama,Chilton,1456.67789105128,Count,1021,56
Alabama,Choctaw,2612.25386849156,Count,1023,58
Alabama,Clarke,5060.66098327353,Count,1025,61
Alabama,Clay,742.771697930452,Count,1027,65
Alabama,Cleburne,146.863495852805,Count,1029,67
Alabama,Coffee,11395.3204024342,Count,1031,70
Alabama,Colbert,9519.55115267744,Count,1033,73
Alabama,Conecuh,3725.78157048967,Count,1035,80
Alabama,Coosa,2837.242738337,Count,1037,82
Alabama,Covington,3334.14094787191,Count,1039,88
Alabama,Crenshaw,5383.88640028219,Count,1041,90
Alabama,Cullman,6295.38775878081,Count,1043,98
Alabama,Dale,13846.9598442195,Count,1045,101
Alabama,Dallas,7785.59720748858,Count,1047,110
Alabama,DeKalb,2679.85266237218,Count,1049,112
Alabama,Elmore,15011.5049185081,Count,1051,118
Alabama,Escambia,5188.70619109852,Count,1053,122
Alabama,Etowah,24779.1927450907,Count,1055,131
Alabama,Fayette,437.511894058771,Count,1057,134
Alabama,Franklin,3073.77478904746,Count,1059,138
Alabama,Geneva,605.997053221334,Count,1061,140
Alabama,Greene,3286.51496428794,Count,1063,148
Alabama,Hale,87.1148587784919,Count,1065,150
Alabama,Henry,386.312890581119,Count,1067,158
Alabama,Houston,21404.3278787737,Count,1069,160
Alabama,Jackson,4855.06252856056,Count,1071,164
Alabama,Jefferson,209261.458662368,Count,1073,171
Alabama,Lamar,92.3819374105951,Count,1075,174
Alabama,Lauderdale,14583.6935167614,Count,1077,176
Alabama,Lawrence,1349.43848396877,Count,1079,181
Alabama,Lee,43794.8074455289,Count,1081,187
Alabama,Limestone,10137.4569992119,Count,1083,197
Alabama,Lowndes,5502.70193352244,Count,1085,205
Alabama,Macon,7505.70874272613,Count,1087,210
Alabama,Madison,110052.12807056,Count,1089,217
Alabama,Marengo,5586.990602225,Count,1091,220
Alabama,Marion,538.091100407343,Count,1093,224
Alabama,Marshall,12813.7371768385,Count,1095,231
Alabama,Mobile,112773.596023804,Count,1097,240
Alabama,Monroe,7149.03888702212,Count,1099,250
Alabama,Montgomery,64259.799305551,Count,1101,256
Alabama,Morgan,14009.671768276,Count,1103,262
Alabama,Perry,971.662779650747,Count,1105,264
Alabama,Pickens,851.430655251219,Count,1107,273
Alabama,Pike,3732.81106262387,Count,1109,279
Alabama,Randolph,1061.0686925223,Count,1111,284
Alabama,Russell,8511.76217036558,Count,1113,288
Alabama,St. Clair,3743.67471830174,Count,1115,292
Alabama,Shelby,52013.6057900151,Count,1117,298
Alabama,Sumter,2223.77900540057,Count,1119,303
Alabama,Talladega,12352.3594900543,Count,1121,306
Alabama,Tallapoosa,4597.92267985651,Count,1123,308
Alabama,Tuscaloosa,39478.4576159633,Count,1125,313
Alabama,Walker,7529.76094031017,Count,1127,317
Alabama,Washington,1708.30048288829,Count,1129,319
Alabama,Wilcox,5173.2205787992,Count,1131,326
Alabama,Winston,1011.26440646558,Count,1133,332
Alaska,Aleutians East,1226.05047095926,Count,2013,346
Alaska,Aleutians West,764.476579713432,Count,2016,381
Alaska,Anchorage,87979.2776216285,Count,2020,400
Alaska,Bethel,13272.6551392976,Count,2050,411
Alaska,Bristol Bay,434.142569632132,Count,2060,423
Alaska,Denali,1826.00001354376,Count,2068,426
Alaska,Dillingham,1578.58470202942,Count,2070,445
Alaska,Fairbanks North Star,36249.0366975532,Count,2090,454
Alaska,Haines,519.235722120567,Count,2100,462
Alaska,Hoonah-Angoon,1694.91624449712,Count,2105,476
Alaska,Juneau,10138.1580666263,Count,2110,482
Alaska,Kenai Peninsula,11289.6882833852,Count,2122,494
Alaska,Ketchikan Gateway,1036.07420774893,Count,2130,514
Alaska,Kodiak Island,1415.66110175697,Count,2150,533
Alaska,Lake and Peninsula,1630.99999340266,Count,2164,544
Alaska,Matanuska-Susitna,20435.7280998136,Count,2170,556
Alaska,Nome,5066.0670361472,Count,2180,571
Alaska,North Slope,3628.63366354111,Count,2185,614
Alaska,Northwest Arctic,4322.33707295874,Count,2188,638
Alaska,Petersburg,183.34368153391,Count,2195,645
Alaska,Prince of Wales-Hyder,1390.57968947828,Count,2198,669
Alaska,Sitka,1617.31281169213,Count,2220,679
Alaska,Skagway,2.99995376171291,Count,2230,683
Alaska,Southeast Fairbanks,2043.27814081922,Count,2240,690
Alaska,Valdez-Cordova,2693.67593307198,Count,2261,710
Alaska,Wade Hampton,4955.07725083246,Count,2270,725
Alaska,Wrangell,510.624434692214,Count,2275,733
Alaska,Yakutat,2.52215271244313,Count,2282,744
Alaska,Yukon-Koyukuk,5587.99999538775,Count,2290,753
Arizona,Apache,46746.8174681343,Count,4001,761
Arizona,Cochise,51625.2914215173,Count,4003,763
Arizona,Coconino,40657.183878157,Count,4005,771
Arizona,Gila,12811.3191663223,Count,4007,787
Arizona,Graham,11662.5092760463,Count,4009,0
Arizona,Greenlee,5957.31443491796,Count,4011,1
Arizona,La Paz,8877.86827063897,Count,4012,3
Arizona,Maricopa,492281.154146267,Count,4013,9
Arizona,Mohave,88373.5088322313,Count,4015,15
Arizona,Navajo,35575.1284850008,Count,4017,17
Arizona,Pima,232208.17523966,Count,4019,21
Arizona,Pinal,65190.1704178104,Count,4021,26
Arizona,Santa Cruz,13052.3095659545,Count,4023,32
Arizona,Yavapai,70247.5271505248,Count,4025,35
Arizona,Yuma,43752.5563334238,Count,4027,42
Arkansas,Arkansas,4197.60439951545,Count,5001,46
Arkansas,Ashley,4341.55433025648,Count,5003,50
Arkansas,Baxter,4979.82384015742,Count,5005,54
Arkansas,Benton,43591.3757372605,Count,5007,59
Arkansas,Boone,11074.8039454851,Count,5009,62
Arkansas,Bradley,1254.62884753651,Count,5011,68
Arkansas,Calhoun,3507.67005915603,Count,5013,72
Arkansas,Carroll,2359.10059974533,Count,5015,74
Arkansas,Chicot,601.671568325889,Count,5017,77
Arkansas,Clark,2102.46745058335,Count,5019,86
Arkansas,Clay,1675.60528108465,Count,5021,93
Arkansas,Cleburne,3546.29315138973,Count,5023,97
Arkansas,Cleveland,2128.97832087174,Count,5025,103
Arkansas,Columbia,4406.00978052252,Count,5027,107
Arkansas,Conway,4501.66640100693,Count,5029,109
Arkansas,Craighead,24129.9651622144,Count,5031,114
Arkansas,Crawford,13071.2127181389,Count,5033,115
Arkansas,Crittenden,6121.09391055296,Count,5035,119
Arkansas,Cross,2947.13343538748,Count,5037,124
Arkansas,Dallas,1526.37793279742,Count,5039,128
Arkansas,Desha,3930.1592419887,Count,5041,130
Arkansas,Drew,3525.58216710135,Count,5043,136
Arkansas,Faulkner,28689.0966100949,Count,5045,141
Arkansas,Franklin,1893.5372082952,Count,5047,144
Arkansas,Fulton,2320.16446730218,Count,5049,146
Arkansas,Garland,30262.1704352108,Count,5051,151
Arkansas,Grant,2120.47006406329,Count,5053,155
Arkansas,Greene,9286.01360946887,Count,5055,162
Arkansas,Hempstead,5535.11247094899,Count,5057,172
Arkansas,Hot Spring,6020.59412120734,Count,5059,184
Arkansas,Howard,2027.85693527428,Count,5061,191
Arkansas,Independence,6846.71367512359,Count,5063,200
Arkansas,Izard,810.249206811701,Count,5065,203
Arkansas,Jackson,2482.53829395543,Count,5067,209
Arkansas,Jefferson,13186.185996579,Count,5069,213
Arkansas,Johnson,2318.93050737417,Count,5071,218
Arkansas,Lafayette,1613.69646793039,Count,5073,222
Arkansas,Lawrence,4396.7389803326,Count,5075,230
Arkansas,Lee,3275.53592263685,Count,5077,237
Arkansas,Lincoln,4852.66787519033,Count,5079,244
Arkansas,Little River,863.180645556587,Count,5081,251
Arkansas,Logan,3073.74227469921,Count,5083,258
Arkansas,Lonoke,13017.2201080616,Count,5085,268
Arkansas,Madison,4103.67690045084,Count,5087,277
Arkansas,Marion,2255.37670432853,Count,5089,282
Arkansas,Miller,10974.2157301906,Count,5091,287
Arkansas,Mississippi,6001.9428323534,Count,5093,294
Arkansas,Monroe,1020.24764516173,Count,5095,300
Arkansas,Montgomery,2234.62233009119,Count,5097,304
Arkansas,Nevada,2373.73751092916,Count,5099,307
Arkansas,Newton,2939.75031268952,Count,5101,311
Arkansas,Ouachita,7348.705083666,Count,5103,316
Arkansas,Perry,1107.50225106531,Count,5105,318
Arkansas,Phillips,8041.64662388638,Count,5107,322
Arkansas,Pike,2201.00363550249,Count,5109,327
Arkansas,Poinsett,2796.83163804285,Count,5111,333
Arkansas,Polk,7612.37209277717,Count,5113,337
Arkansas,Pope,8744.33382737276,Count,5115,340
Arkansas,Prairie,535.106148935007,Count,5117,345
Arkansas,Pulaski,116978.078342686,Count,5119,350
Arkansas,Randolph,5510.08010119392,Count,5121,353
Arkansas,St. Francis,8546.56040825209,Count,5123,357
Arkansas,Saline,24018.8510417133,Count,5125,360
Arkansas,Scott,2004.17233171524,Count,5127,364
Arkansas,Searcy,2725.71843237979,Count,5129,372
Arkansas,Sebastian,17987.1198170597,Count,5131,378
Arkansas,Sevier,5788.58887157268,Count,5133,390
Arkansas,Sharp,3569.88071243311,Count,5135,394
Arkansas,Stone,3035.43944157586,Count,5137,399
Arkansas,Union,9034.95589307544,Count,5139,403
Arkansas,Van Buren,2223.40811442297,Count,5141,407
Arkansas,Washington,40441.4983342249,Count,5143,417
Arkansas,White,11024.1244953651,Count,5145,428
Arkansas,Woodruff,386.857781173329,Count,5147,435
Arkansas,Yell,1670.48499991335,Count,5149,438
California,Alameda,160424.908721944,Count,6001,457
California,Alpine,652.595935070885,Count,6003,461
California,Amador,4760.4067044517,Count,6005,472
California,Butte,48749.2155014777,Count,6007,486
California,Calaveras,3907.39716413079,Count,6009,489
California,Colusa,1770.98331197088,Count,6011,497
California,Contra Costa,206021.837928433,Count,6013,503
California,Del Norte,7755.45336965221,Count,6015,511
California,El Dorado,50565.6813481422,Count,6017,522
California,Fresno,113631.669309241,Count,6019,527
California,Glenn,3630.82889953844,Count,6021,537
California,Humboldt,21978.359413661,Count,6023,551
California,Imperial,28181.0279309886,Count,6025,557
California,Inyo,7628.96522431083,Count,6027,562
California,Kern,128065.381922621,Count,6029,84
California,Kings,32733.4811491981,Count,6031,94
California,Lake,11382.556534135,Count,6033,100
California,Lassen,16855.8118200999,Count,6035,104
California,Los Angeles,613459.048963576,Count,6037,139
California,Madera,29905.61135545,Count,6039,153
California,Marin,41395.8527359753,Count,6041,168
California,Mariposa,3155.7774428816,Count,6043,178
California,Mendocino,15812.3775389073,Count,6045,190
California,Merced,36593.8606302842,Count,6047,204
California,Modoc,3463.0384543128,Count,6049,207
California,Mono,6812.88650049145,Count,6051,214
California,Monterey,49441.7555790333,Count,6053,228
California,Napa,19302.4776177509,Count,6055,236
California,Nevada,23640.29538997,Count,6057,243
California,Orange,220586.767912943,Count,6059,257
California,Placer,53006.3458859971,Count,6061,266
California,Plumas,1537.64292713988,Count,6063,275
California,Riverside,433980.99419673,Count,6065,281
California,Sacramento,190245.961931308,Count,6067,289
California,San Benito,9762.88953347047,Count,6069,295
California,San Bernardino,454073.992421242,Count,6071,302
California,San Diego,456713.53741176,Count,6073,315
California,San Francisco,26692.3761027571,Count,6075,331
California,San Joaquin,77979.2139020362,Count,6077,339
California,San Luis Obispo,45983.0712015274,Count,6079,351
California,San Mateo,82647.0134785034,Count,6081,368
California,Santa Barbara,58463.557210798,Count,6083,391
California,Santa Clara,170081.091330458,Count,6085,406
California,Santa Cruz,42380.43131902,Count,6087,415
California,Shasta,40859.8551923139,Count,6089,431
California,Sierra,2855.02310291847,Count,6091,439
California,Siskiyou,8789.01016927988,Count,6093,446
California,Solano,92519.6840717886,Count,6095,453
California,Sonoma,79444.0897485101,Count,6097,463
California,Stanislaus,68988.0584688578,Count,6099,473
California,Sutter,33413.1497516548,Count,6101,483
California,Tehama,9967.5063022271,Count,6103,492
California,Trinity,2318.34135495546,Count,6105,500
California,Tulare,63227.0726440124,Count,6107,501
California,Tuolumne,15505.1746933276,Count,6109,513
California,Ventura,127283.212542696,Count,6111,521
California,Yolo,18875.2733223969,Count,6113,525
California,Yuba,14988.0567091965,Count,6115,541
Colorado,Adams,65745.8732341886,Count,8001,545
Colorado,Alamosa,1023.92510010414,Count,8003,549
Colorado,Arapahoe,97260.5372355142,Count,8005,558
Colorado,Archuleta,2741.26749521022,Count,8007,560
Colorado,Baca,955.224504744831,Count,8009,563
Colorado,Bent,1669.6283193287,Count,8011,564
Colorado,Boulder,45863.1258663652,Count,8013,570
Colorado,Broomfield,8381.12027053126,Count,8014,577
Colorado,Chaffee,1359.70045102987,Count,8015,582
Colorado,Cheyenne,621.652255741721,Count,8017,587
Colorado,Clear Creek,1262.90401905688,Count,8019,591
Colorado,Conejos,463.776198704138,Count,8021,596
Colorado,Costilla,3522.007211992,Count,8023,599
Colorado,Crowley,3114.42833692101,Count,8025,605
Colorado,Custer,1052.58012869035,Count,8027,610
Colorado,Delta,1356.56841320288,Count,8029,617
Colorado,Denver,85517.0397501121,Count,8031,628
Colorado,Dolores,413.665819616362,Count,8033,636
Colorado,Douglas,52932.261622498,Count,8035,644
Colorado,Eagle,7969.06131845775,Count,8037,648
Colorado,Elbert,6389.48372430957,Count,8039,655
Colorado,El Paso,184059.27864719,Count,8041,661
Colorado,Fremont,14902.030683983,Count,8043,664
Colorado,Garfield,11041.4331868371,Count,8045,667
Colorado,Gilpin,0.0,Count,8047,672
Colorado,Grand,2881.57983155229,Count,8049,677
Colorado,Gunnison,1845.4166103579,Count,8051,682
Colorado,Hinsdale,842.998120900657,Count,8053,688
Colorado,Huerfano,2482.43919790741,Count,8055,693
Colorado,Jackson,382.275494907923,Count,8057,701
Colorado,Jefferson,129668.537716262,Count,8059,706
Colorado,Kiowa,1398.00000464842,Count,8061,711
Colorado,Kit Carson,2154.88846336937,Count,8063,716
Colorado,Lake,5112.64669595949,Count,8065,721
Colorado,La Plata,7610.62636223991,Count,8067,727
Colorado,Larimer,67259.2492955193,Count,8069,734
Colorado,Las Animas,6181.37896823653,Count,8071,741
Colorado,Lincoln,1253.47283595907,Count,8073,747
Colorado,Logan,4585.21363029677,Count,8075,749
Colorado,Mesa,46309.4895419412,Count,8077,751
Colorado,Mineral,681.734060586972,Count,8079,757
Colorado,Moffat,3228.50159620059,Count,8081,758
Colorado,Montezuma,4394.55294615415,Count,8083,766
Colorado,Montrose,8138.4901915549,Count,8085,769
Colorado,Morgan,3335.61031403396,Count,8087,775
Colorado,Otero,5765.34117310954,Count,8089,777
Colorado,Ouray,324.060143726578,Count,8091,780
Colorado,Park,9483.67449957982,Count,8093,782
Colorado,Phillips,1460.38497678759,Count,8095,785
Colorado,Pitkin,1758.53106481021,Count,8097,789
Colorado,Prowers,3793.03626239995,Count,8099,792
Colorado,Pueblo,67048.6573969935,Count,8101,795
Colorado,Rio Blanco,573.989869274912,Count,8103,799
Colorado,Rio Grande,696.144675893177,Count,8105,802
Colorado,Routt,6057.85196500252,Count,8107,809
Colorado,Saguache,5963.32628082866,Count,8109,811
Colorado,San Juan,693.70724348045,Count,8111,347
Colorado,San Miguel,693.344611779446,Count,8113,359
Colorado,Sedgwick,448.651544262723,Count,8115,366
Colorado,Summit,8107.8347091062,Count,8117,373
Colorado,Teller,5985.54015979545,Count,8119,375
Colorado,Washington,2485.02861052779,Count,8121,377
Colorado,Weld,38750.8819457672,Count,8123,382
Colorado,Yuma,2300.54798145926,Count,8125,385
Connecticut,Fairfield,262579.348785165,Count,9001,410
Connecticut,Hartford,281196.007507374,Count,9003,432
Connecticut,Litchfield,30056.4510610684,Count,9005,443
Connecticut,Middlesex,55377.837943855,Count,9007,450
Connecticut,New Haven,252393.972112654,Count,9009,466
Connecticut,New London,78553.7512457562,Count,9011,517
Connecticut,Tolland,50029.5154495846,Count,9013,524
Connecticut,Windham,22160.1709787358,Count,9015,529
Delaware,Kent,31139.6872489512,Count,10001,532
Delaware,New Castle,164990.350760849,Count,10003,536
Delaware,Sussex,34073.18857516,Count,10005,609
District of Columbia,District of Columbia,16970.7056492742,Count,11001,630
Florida,Alachua,49065.5344907807,Count,12001,639
Florida,Baker,9153.83627532137,Count,12003,641
Florida,Bay,61403.3211518075,Count,12005,658
Florida,Bradford,1627.28768589395,Count,12007,665
Florida,Brevard,215761.179046993,Count,12009,686
Florida,Broward,196466.912929673,Count,12011,695
Florida,Calhoun,3756.15540788311,Count,12013,699
Florida,Charlotte,68289.4665259689,Count,12015,743
Florida,Citrus,41743.7219528234,Count,12017,843
Florida,Clay,44092.6137283297,Count,12019,852
Florida,Collier,90020.9227648774,Count,12021,894
Florida,Columbia,11177.4524959311,Count,12023,903
Florida,DeSoto,3913.15011613833,Count,12027,906
Florida,Dixie,999.458870223901,Count,12029,918
Florida,Duval,215252.983305631,Count,12031,924
Florida,Escambia,118775.148598038,Count,12033,931
Florida,Flagler,33564.7473647474,Count,12035,935
Florida,Franklin,373.796076667058,Count,12037,937
Florida,Gadsden,4813.61937275168,Count,12039,938
Florida,Gilchrist,99.0273696236545,Count,12041,939
Florida,Glades,2935.96739092013,Count,12043,940
Florida,Gulf,2540.73227887496,Count,12045,941
