State,County,Children low access to store 2010 (LACCESS_CHILD10),Units,FIPS,FID
Alabama,Autauga,4822.5002687735,Count,1001,5
Alabama,Baldwin,7916.13193162258,Count,1003,20
Alabama,Barbour,940.419326548446,Count,1005,25
Alabama,Bibb,249.204752698424,Count,1007,29
Alabama,Blount,384.911607351067,Count,1009,33
Alabama,Bullock,607.097868215287,Count,1011,37
Alabama,Butler,264.826077122668,Count,1013,39
Alabama,Calhoun,6959.88710640568,Count,1015,43
Alabama,Chambers,1531.67667699948,Count,1017,47
Alabama,Cherokee,17.3260469394154,Count,1019,51
Alabama,Chilton,333.491807807717,Count,1021,56
Alabama,Choctaw,534.243818094832,Count,1023,58
Alabama,Clarke,1360.62166611869,Count,1025,61
Alabama,Clay,164.052881014424,Count,1027,65
Alabama,Cleburne,31.6711672727306,Count,1029,67
Alabama,Coffee,2727.2968681601,Count,1031,70
Alabama,Colbert,2271.97638086306,Count,1033,73
Alabama,Conecuh,723.097824897506,Count,1035,80
Alabama,Coosa,498.070980767431,Count,1037,82
Alabama,Covington,681.510967800547,Count,1039,88
Alabama,Crenshaw,1297.00315952457,Count,1041,90
Alabama,Cullman,1477.52574374922,Count,1043,98
Alabama,Dale,3824.17024199554,Count,1045,101
Alabama,Dallas,1959.97475617916,Count,1047,110
Alabama,DeKalb,890.009064237456,Count,1049,112
Alabama,Elmore,3157.38934340262,Count,1051,118
Alabama,Escambia,1285.77005733834,Count,1053,122
Alabama,Etowah,5286.96069468872,Count,1055,131
Alabama,Fayette,109.786866584935,Count,1057,134
Alabama,Franklin,813.971448660353,Count,1059,138
Alabama,Geneva,135.143073586747,Count,1061,140
Alabama,Greene,794.420616504362,Count,1063,148
Alabama,Hale,26.0024425305419,Count,1065,150
Alabama,Henry,94.7198044796169,Count,1067,158
Alabama,Houston,5582.85922880986,Count,1069,160
Alabama,Jackson,1129.40188871499,Count,1071,164
Alabama,Jefferson,50218.9949051796,Count,1073,171
Alabama,Lamar,18.6674603982829,Count,1075,174
Alabama,Lauderdale,3032.15136320601,Count,1077,176
Alabama,Lawrence,335.368241970503,Count,1079,181
Alabama,Lee,9268.50905428192,Count,1081,187
Alabama,Limestone,1936.12918340203,Count,1083,197
Alabama,Lowndes,1269.05742068624,Count,1085,205
Alabama,Macon,1744.57802648542,Count,1087,210
Alabama,Madison,26275.7179232067,Count,1089,217
Alabama,Marengo,1400.57667575949,Count,1091,220
Alabama,Marion,135.324953649824,Count,1093,224
Alabama,Marshall,3482.59094420342,Count,1095,231
Alabama,Mobile,28440.3247174174,Count,1097,240
Alabama,Monroe,1803.20708298996,Count,1099,250
Alabama,Montgomery,16619.0812833309,Count,1101,256
Alabama,Morgan,3573.71253363994,Count,1103,262
Alabama,Perry,163.646174343616,Count,1105,264
Alabama,Pickens,190.768782869343,Count,1107,273
Alabama,Pike,919.700185671011,Count,1109,279
Alabama,Randolph,271.903749795092,Count,1111,284
Alabama,Russell,2025.54798482387,Count,1113,288
Alabama,St. Clair,918.167106869165,Count,1115,292
Alabama,Shelby,13435.0227357427,Count,1117,298
Alabama,Sumter,531.896862084628,Count,1119,303
Alabama,Talladega,2873.69379891993,Count,1121,306
Alabama,Tallapoosa,999.820899931414,Count,1123,308
Alabama,Tuscaloosa,8714.44948408639,Count,1125,313
Alabama,Walker,1670.50757002409,Count,1127,317
Alabama,Washington,454.16236686329,Count,1129,319
Alabama,Wilcox,1375.01634164593,Count,1131,326
Alabama,Winston,233.077156028358,Count,1133,332
Alaska,Aleutians East,56.0000004953723,Count,2013,346
Alaska,Aleutians West,77.0351925404561,Count,2016,381
Alaska,Anchorage,22920.1089239997,Count,2020,400
Alaska,Bethel,4871.46984515128,Count,2050,411
Alaska,Bristol Bay,91.8700423983636,Count,2060,423
Alaska,Denali,411.000002458105,Count,2068,426
Alaska,Dillingham,561.461498058727,Count,2070,445
Alaska,Fairbanks North Star,9639.3731871168,Count,2090,454
Alaska,Haines,98.6507741093225,Count,2100,462
Alaska,Hoonah-Angoon,337.000001624925,Count,2105,476
Alaska,Juneau,2608.01398288389,Count,2110,482
Alaska,Kenai Peninsula,2785.38163640416,Count,2122,494
Alaska,Ketchikan Gateway,247.741468526432,Count,2130,514
Alaska,Kodiak Island,410.126154987196,Count,2150,533
Alaska,Lake and Peninsula,491.999997453043,Count,2164,544
Alaska,Matanuska-Susitna,5612.59148900497,Count,2170,556
Alaska,Nome,1926.74899696626,Count,2180,571
Alaska,North Slope,338.478542303733,Count,2185,614
Alaska,Northwest Arctic,1618.99999417609,Count,2188,638
Alaska,Petersburg,48.9529493820026,Count,2195,645
Alaska,Prince of Wales-Hyder,251.507919632546,Count,2198,669
Alaska,Sitka,391.374861349316,Count,2220,679
Alaska,Skagway,0.0,Count,2230,683
Alaska,Southeast Fairbanks,487.211375757187,Count,2240,690
Alaska,Valdez-Cordova,616.591664668806,Count,2261,710
Alaska,Wade Hampton,2090.37301913581,Count,2270,725
Alaska,Wrangell,105.576735992657,Count,2275,733
Alaska,Yakutat,0.0,Count,2282,744
Alaska,Yukon-Koyukuk,1552.00000155166,Count,2290,753
Arizona,Apache,14660.9323503732,Count,4001,761
Arizona,Cochise,11390.2179667224,Count,4003,763
Arizona,Coconino,10817.4493120304,Count,4005,771
Arizona,Gila,2666.72419021044,Count,4007,787
Arizona,Graham,3189.47583792742,Count,4009,0
Arizona,Greenlee,1721.55936298454,Count,4011,1
Arizona,La Paz,897.00434609287,Count,4012,3
Arizona,Maricopa,117943.155778534,Count,4013,9
Arizona,Mohave,16407.9992874234,Count,4015,15
Arizona,Navajo,10663.2114408288,Count,4017,17
Arizona,Pima,50095.0626894842,Count,4019,21
Arizona,Pinal,12922.5401911975,Count,4021,26
Arizona,Santa Cruz,3809.88041597637,Count,4023,32
Arizona,Yavapai,13798.609651191,Count,4025,35
Arizona,Yuma,12314.6887545036,Count,4027,42
Arkansas,Arkansas,842.688946309653,Count,5001,46
Arkansas,Ashley,1040.10772989383,Count,5003,50
Arkansas,Baxter,955.920395408554,Count,5005,54
Arkansas,Benton,12366.9616263045,Count,5007,59
Arkansas,Boone,2452.46528283848,Count,5009,62
Arkansas,Bradley,289.84265194687,Count,5011,68
Arkansas,Calhoun,739.608546478963,Count,5013,72
Arkansas,Carroll,600.527268882028,Count,5015,74
Arkansas,Chicot,149.644616149131,Count,5017,77
Arkansas,Clark,425.240331838663,Count,5019,86
Arkansas,Clay,335.823428910313,Count,5021,93
Arkansas,Cleburne,800.280575235691,Count,5023,97
Arkansas,Cleveland,507.560711941954,Count,5025,103
Arkansas,Columbia,657.939666559863,Count,5027,107
Arkansas,Conway,1112.14825122065,Count,5029,109
Arkansas,Craighead,6106.79229635627,Count,5031,114
Arkansas,Crawford,3511.74195499875,Count,5033,115
Arkansas,Crittenden,1725.39899883482,Count,5035,119
Arkansas,Cross,741.528626344193,Count,5037,124
Arkansas,Dallas,336.341134185442,Count,5039,128
Arkansas,Desha,1016.63780257087,Count,5041,130
Arkansas,Drew,737.849470431163,Count,5043,136
Arkansas,Faulkner,6201.60351597299,Count,5045,141
Arkansas,Franklin,433.539791185393,Count,5047,144
Arkansas,Fulton,541.817038469396,Count,5049,146
Arkansas,Garland,6545.25918594647,Count,5051,151
Arkansas,Grant,539.886970578324,Count,5053,155
Arkansas,Greene,2536.63871756126,Count,5055,162
Arkansas,Hempstead,1408.81896843023,Count,5057,172
Arkansas,Hot Spring,1414.04477074041,Count,5059,184
Arkansas,Howard,487.29041308361,Count,5061,191
Arkansas,Independence,1657.96557806973,Count,5063,200
Arkansas,Izard,195.107217873148,Count,5065,203
Arkansas,Jackson,633.017255534588,Count,5067,209
Arkansas,Jefferson,2556.45337096358,Count,5069,213
Arkansas,Johnson,518.597694850897,Count,5071,218
Arkansas,Lafayette,418.919576800475,Count,5073,222
Arkansas,Lawrence,1039.57750500329,Count,5075,230
Arkansas,Lee,734.170710325398,Count,5077,237
Arkansas,Lincoln,380.068306500424,Count,5079,244
Arkansas,Little River,227.223985899542,Count,5081,251
Arkansas,Logan,746.670321372949,Count,5083,258
Arkansas,Lonoke,3719.76180237396,Count,5085,268
Arkansas,Madison,882.34502791069,Count,5087,277
Arkansas,Marion,361.45541711119,Count,5089,282
Arkansas,Miller,2632.40334410314,Count,5091,287
Arkansas,Mississippi,1754.61549859851,Count,5093,294
Arkansas,Monroe,220.535960258738,Count,5095,300
Arkansas,Montgomery,464.072911465319,Count,5097,304
Arkansas,Nevada,529.690142800189,Count,5099,307
Arkansas,Newton,610.186902204222,Count,5101,311
Arkansas,Ouachita,1667.97555944296,Count,5103,316
Arkansas,Perry,245.239611181349,Count,5105,318
