State,County,Fast-food restaurants per 1000 pop 2011 (FFRPTH11),Units,FIPS,FID
Alabama,Autauga,0.615953188,"# per 1,000 pop",1001,5
Alabama,Baldwin,0.648675309,"# per 1,000 pop",1003,20
Alabama,Barbour,0.694672955,"# per 1,000 pop",1005,25
Alabama,Bibb,0.26379424,"# per 1,000 pop",1007,29
Alabama,Blount,0.347451444,"# per 1,000 pop",1009,33
Alabama,Bullock,0.37470726,"# per 1,000 pop",1011,37
Alabama,Butler,0.814176245,"# per 1,000 pop",1013,39
Alabama,Calhoun,0.772594133,"# per 1,000 pop",1015,43
Alabama,Chambers,0.675854368,"# per 1,000 pop",1017,47
Alabama,Cherokee,0.654022237,"# per 1,000 pop",1019,51
Alabama,Chilton,0.480681194,"# per 1,000 pop",1021,56
Alabama,Choctaw,0.440949511,"# per 1,000 pop",1023,58
Alabama,Clarke,0.938159643,"# per 1,000 pop",1025,61
Alabama,Clay,0.292226768,"# per 1,000 pop",1027,65
Alabama,Cleburne,0.535905681,"# per 1,000 pop",1029,67
Alabama,Coffee,0.71380418,"# per 1,000 pop",1031,70
Alabama,Colbert,0.880184839,"# per 1,000 pop",1033,73
Alabama,Conecuh,0.227496777,"# per 1,000 pop",1035,80
Alabama,Coosa,0.0,"# per 1,000 pop",1037,82
Alabama,Covington,0.604992503,"# per 1,000 pop",1039,88
Alabama,Crenshaw,0.287811196,"# per 1,000 pop",1041,90
Alabama,Cullman,0.646677693,"# per 1,000 pop",1043,98
Alabama,Dale,0.638633325,"# per 1,000 pop",1045,101
Alabama,Dallas,0.462363603,"# per 1,000 pop",1047,110
Alabama,DeKalb,0.54657828,"# per 1,000 pop",1049,112
Alabama,Elmore,0.399970002,"# per 1,000 pop",1051,118
Alabama,Escambia,0.602062719,"# per 1,000 pop",1053,122
Alabama,Etowah,0.728290243,"# per 1,000 pop",1055,131
Alabama,Fayette,0.879765396,"# per 1,000 pop",1057,134
Alabama,Franklin,0.535146536,"# per 1,000 pop",1059,138
Alabama,Geneva,0.411061286,"# per 1,000 pop",1061,140
Alabama,Greene,0.0,"# per 1,000 pop",1063,148
Alabama,Hale,0.26045058,"# per 1,000 pop",1065,150
Alabama,Henry,0.575506446,"# per 1,000 pop",1067,158
Alabama,Houston,0.888082133,"# per 1,000 pop",1069,160
Alabama,Jackson,0.563782605,"# per 1,000 pop",1071,164
Alabama,Jefferson,0.919747822,"# per 1,000 pop",1073,171
Alabama,Lamar,0.349968503,"# per 1,000 pop",1075,174
Alabama,Lauderdale,0.734317463,"# per 1,000 pop",1077,176
Alabama,Lawrence,0.528680941,"# per 1,000 pop",1079,181
Alabama,Lee,0.742452313,"# per 1,000 pop",1081,187
Alabama,Limestone,0.467672162,"# per 1,000 pop",1083,197
Alabama,Lowndes,0.08984726,"# per 1,000 pop",1085,205
Alabama,Macon,0.516820147,"# per 1,000 pop",1087,210
Alabama,Madison,0.88360298,"# per 1,000 pop",1089,217
Alabama,Marengo,0.677998935,"# per 1,000 pop",1091,220
Alabama,Marion,0.75040783,"# per 1,000 pop",1093,224
Alabama,Marshall,0.745553307,"# per 1,000 pop",1095,231
Alabama,Mobile,0.621926666,"# per 1,000 pop",1097,240
Alabama,Monroe,0.438596491,"# per 1,000 pop",1099,250
Alabama,Montgomery,0.763651914,"# per 1,000 pop",1101,256
Alabama,Morgan,0.808286183,"# per 1,000 pop",1103,262
Alabama,Perry,0.190985485,"# per 1,000 pop",1105,264
Alabama,Pickens,0.310013434,"# per 1,000 pop",1107,273
Alabama,Pike,0.819000819,"# per 1,000 pop",1109,279
Alabama,Randolph,0.395778364,"# per 1,000 pop",1111,284
Alabama,Russell,0.784199296,"# per 1,000 pop",1113,288
Alabama,St. Clair,0.546246927,"# per 1,000 pop",1115,292
Alabama,Shelby,0.687267858,"# per 1,000 pop",1117,298
Alabama,Sumter,0.518864428,"# per 1,000 pop",1119,303
Alabama,Talladega,0.562402191,"# per 1,000 pop",1121,306
Alabama,Tallapoosa,0.628110354,"# per 1,000 pop",1123,308
Alabama,Tuscaloosa,0.79817386,"# per 1,000 pop",1125,313
Alabama,Walker,0.735989906,"# per 1,000 pop",1127,317
Alabama,Washington,0.172860847,"# per 1,000 pop",1129,319
Alabama,Wilcox,0.437062937,"# per 1,000 pop",1131,326
Alabama,Winston,0.4927322,"# per 1,000 pop",1133,332
Alaska,Aleutians East,0.306560392,"# per 1,000 pop",2013,346
Alaska,Aleutians West,0.357973868,"# per 1,000 pop",2016,381
Alaska,Anchorage,0.678387126,"# per 1,000 pop",2020,400
Alaska,Bethel,0.40192926,"# per 1,000 pop",2050,411
Alaska,Bristol Bay,0.0,"# per 1,000 pop",2060,423
Alaska,Denali,0.534759358,"# per 1,000 pop",2068,426
Alaska,Dillingham,0.202101859,"# per 1,000 pop",2070,445
Alaska,Fairbanks North Star,0.438167441,"# per 1,000 pop",2090,454
Alaska,Haines,0.388500389,"# per 1,000 pop",2100,462
Alaska,Hoonah-Angoon,0.0,"# per 1,000 pop",2105,476
Alaska,Juneau,0.715129656,"# per 1,000 pop",2110,482
Alaska,Kenai Peninsula,0.586104007,"# per 1,000 pop",2122,494
Alaska,Ketchikan Gateway,0.513046028,"# per 1,000 pop",2130,514
Alaska,Kodiak Island,0.361794501,"# per 1,000 pop",2150,533
Alaska,Lake and Peninsula,0.0,"# per 1,000 pop",2164,544
Alaska,Matanuska-Susitna,0.403397259,"# per 1,000 pop",2170,556
Alaska,Nome,0.306905371,"# per 1,000 pop",2180,571
Alaska,North Slope,0.314169023,"# per 1,000 pop",2185,614
Alaska,Northwest Arctic,0.129785853,"# per 1,000 pop",2188,638
Alaska,Petersburg,0.0,"# per 1,000 pop",2195,645
Alaska,Prince of Wales-Hyder,0.0,"# per 1,000 pop",2198,669
Alaska,Sitka,0.337533753,"# per 1,000 pop",2220,679
Alaska,Skagway,0.0,"# per 1,000 pop",2230,683
Alaska,Southeast Fairbanks,0.699398517,"# per 1,000 pop",2240,690
Alaska,Valdez-Cordova,0.821186615,"# per 1,000 pop",2261,710
Alaska,Wade Hampton,0.0,"# per 1,000 pop",2270,725
Alaska,Wrangell,0.0,"# per 1,000 pop",2275,733
Alaska,Yakutat,0.0,"# per 1,000 pop",2282,744
Alaska,Yukon-Koyukuk,0.0,"# per 1,000 pop",2290,753
Arizona,Apache,0.221671123,"# per 1,000 pop",4001,761
Arizona,Cochise,0.518984295,"# per 1,000 pop",4003,763
Arizona,Coconino,0.916672256,"# per 1,000 pop",4005,771
Arizona,Gila,0.617723035,"# per 1,000 pop",4007,787
Arizona,Graham,0.53873505,"# per 1,000 pop",4009,0
Arizona,Greenlee,0.116699732,"# per 1,000 pop",4011,1
Arizona,La Paz,0.777378292,"# per 1,000 pop",4012,3
Arizona,Maricopa,0.685079127,"# per 1,000 pop",4013,9
Arizona,Mohave,0.547518164,"# per 1,000 pop",4015,15
Arizona,Navajo,0.539444558,"# per 1,000 pop",4017,17
Arizona,Pima,0.618861396,"# per 1,000 pop",4019,21
Arizona,Pinal,0.359573377,"# per 1,000 pop",4021,26
Arizona,Santa Cruz,0.588049984,"# per 1,000 pop",4023,32
Arizona,Yavapai,0.630681468,"# per 1,000 pop",4025,35
Arizona,Yuma,0.498566006,"# per 1,000 pop",4027,42
Arkansas,Arkansas,0.847951667,"# per 1,000 pop",5001,46
Arkansas,Ashley,0.738245744,"# per 1,000 pop",5003,50
Arkansas,Baxter,0.701482789,"# per 1,000 pop",5005,54
Arkansas,Benton,0.642406709,"# per 1,000 pop",5007,59
Arkansas,Boone,0.64754607,"# per 1,000 pop",5009,62
Arkansas,Bradley,0.262582057,"# per 1,000 pop",5011,68
Arkansas,Calhoun,0.190730498,"# per 1,000 pop",5013,72
Arkansas,Carroll,0.546487904,"# per 1,000 pop",5015,74
Arkansas,Chicot,0.513127512,"# per 1,000 pop",5017,77
Arkansas,Clark,0.785408849,"# per 1,000 pop",5019,86
Arkansas,Clay,0.56703629,"# per 1,000 pop",5021,93
Arkansas,Cleburne,0.579374276,"# per 1,000 pop",5023,97
Arkansas,Cleveland,0.230627306,"# per 1,000 pop",5025,103
Arkansas,Columbia,0.60773033,"# per 1,000 pop",5027,107
Arkansas,Conway,0.331517878,"# per 1,000 pop",5029,109
Arkansas,Craighead,0.813752416,"# per 1,000 pop",5031,114
Arkansas,Crawford,0.485444748,"# per 1,000 pop",5033,115
Arkansas,Crittenden,0.653413591,"# per 1,000 pop",5035,119
Arkansas,Cross,0.505731625,"# per 1,000 pop",5037,124
Arkansas,Dallas,0.372809743,"# per 1,000 pop",5039,128
Arkansas,Desha,0.707158011,"# per 1,000 pop",5041,130
Arkansas,Drew,0.694259012,"# per 1,000 pop",5043,136
Arkansas,Faulkner,0.619498722,"# per 1,000 pop",5045,141
Arkansas,Franklin,0.333463013,"# per 1,000 pop",5047,144
Arkansas,Fulton,0.326850793,"# per 1,000 pop",5049,146
Arkansas,Garland,0.8055022,"# per 1,000 pop",5051,151
Arkansas,Grant,0.27883114,"# per 1,000 pop",5053,155
Arkansas,Greene,0.631564174,"# per 1,000 pop",5055,162
Arkansas,Hempstead,0.444642063,"# per 1,000 pop",5057,172
Arkansas,Hot Spring,0.482960548,"# per 1,000 pop",5059,184
Arkansas,Howard,0.578829318,"# per 1,000 pop",5061,191
Arkansas,Independence,0.732779678,"# per 1,000 pop",5063,200
Arkansas,Izard,0.294833051,"# per 1,000 pop",5065,203
Arkansas,Jackson,0.335495415,"# per 1,000 pop",5067,209
Arkansas,Jefferson,0.763077571,"# per 1,000 pop",5069,213
Arkansas,Johnson,0.546000546,"# per 1,000 pop",5071,218
Arkansas,Lafayette,0.265498473,"# per 1,000 pop",5073,222
Arkansas,Lawrence,0.347302616,"# per 1,000 pop",5075,230
Arkansas,Lee,0.291516859,"# per 1,000 pop",5077,237
Arkansas,Lincoln,0.069754464,"# per 1,000 pop",5079,244
Arkansas,Little River,0.309023486,"# per 1,000 pop",5081,251
Arkansas,Logan,0.404876513,"# per 1,000 pop",5083,258
Arkansas,Lonoke,0.561490397,"# per 1,000 pop",5085,268
Arkansas,Madison,0.191619826,"# per 1,000 pop",5087,277
Arkansas,Marion,0.359863252,"# per 1,000 pop",5089,282
Arkansas,Miller,0.571415511,"# per 1,000 pop",5091,287
Arkansas,Mississippi,0.630284063,"# per 1,000 pop",5093,294
Arkansas,Monroe,0.493949123,"# per 1,000 pop",5095,300
Arkansas,Montgomery,0.212833883,"# per 1,000 pop",5097,304
Arkansas,Nevada,0.333148251,"# per 1,000 pop",5099,307
Arkansas,Newton,0.242072137,"# per 1,000 pop",5101,311
Arkansas,Ouachita,0.427549751,"# per 1,000 pop",5103,316
Arkansas,Perry,0.289100896,"# per 1,000 pop",5105,318
Arkansas,Phillips,0.513898622,"# per 1,000 pop",5107,322
Arkansas,Pike,0.267094017,"# per 1,000 pop",5109,327
Arkansas,Poinsett,0.736497545,"# per 1,000 pop",5111,333
Arkansas,Polk,0.486523304,"# per 1,000 pop",5113,337
Arkansas,Pope,0.813994318,"# per 1,000 pop",5115,340
Arkansas,Prairie,0.465116279,"# per 1,000 pop",5117,345
Arkansas,Pulaski,0.879282299,"# per 1,000 pop",5119,350
Arkansas,Randolph,0.556483027,"# per 1,000 pop",5121,353
