State,County,Low income & low access to store 2010 (LACCESS_LOWI10),Units,FIPS,FID
Alabama,Autauga,5344.42747247314,Count,1001,5
Alabama,Baldwin,9952.14402697035,Count,1003,20
Alabama,Barbour,3135.67608617583,Count,1005,25
Alabama,Bibb,491.449066238583,Count,1007,29
Alabama,Blount,609.02770839259,Count,1009,33
Alabama,Bullock,2199.35982793515,Count,1011,37
Alabama,Butler,593.225138622194,Count,1013,39
Alabama,Calhoun,11909.1628579287,Count,1015,43
Alabama,Chambers,3018.28474660405,Count,1017,47
Alabama,Cherokee,34.4838623480173,Count,1019,51
Alabama,Chilton,736.957576654768,Count,1021,56
Alabama,Choctaw,1611.53400261431,Count,1023,58
Alabama,Clarke,2901.6949963233,Count,1025,61
Alabama,Clay,268.741082133232,Count,1027,65
Alabama,Cleburne,80.3899912656715,Count,1029,67
Alabama,Coffee,3708.84461474846,Count,1031,70
Alabama,Colbert,2770.28491104755,Count,1033,73
Alabama,Conecuh,1955.50781210204,Count,1035,80
Alabama,Coosa,752.859784419558,Count,1037,82
Alabama,Covington,1150.60643395162,Count,1039,88
Alabama,Crenshaw,2202.06704650467,Count,1041,90
Alabama,Cullman,2535.50213869903,Count,1043,98
Alabama,Dale,5167.72367812397,Count,1045,101
Alabama,Dallas,5067.10573120623,Count,1047,110
Alabama,DeKalb,1603.03923080155,Count,1049,112
Alabama,Elmore,5201.9407251624,Count,1051,118
Alabama,Escambia,2903.32077909718,Count,1053,122
Alabama,Etowah,9001.22457859041,Count,1055,131
Alabama,Fayette,229.241144073087,Count,1057,134
Alabama,Franklin,1155.26033652317,Count,1059,138
Alabama,Geneva,249.23057149339,Count,1061,140
Alabama,Greene,1895.323465532,Count,1063,148
Alabama,Hale,35.660015955229,Count,1065,150
Alabama,Henry,172.813242282218,Count,1067,158
Alabama,Houston,7445.46429470785,Count,1069,160
Alabama,Jackson,2174.28257156336,Count,1071,164
Alabama,Jefferson,75209.9340638788,Count,1073,171
Alabama,Lamar,52.1931853199203,Count,1075,174
Alabama,Lauderdale,5172.54161131264,Count,1077,176
Alabama,Lawrence,564.690524590786,Count,1079,181
Alabama,Lee,15920.3910479833,Count,1081,187
Alabama,Limestone,3269.77430978678,Count,1083,197
Alabama,Lowndes,2962.5130634025,Count,1085,205
Alabama,Macon,4121.53955021533,Count,1087,210
Alabama,Madison,27134.8218295015,Count,1089,217
Alabama,Marengo,3183.29170505663,Count,1091,220
Alabama,Marion,195.768250841702,Count,1093,224
Alabama,Marshall,6102.72610680474,Count,1095,231
Alabama,Mobile,43729.8180481008,Count,1097,240
Alabama,Monroe,3909.23297190441,Count,1099,250
Alabama,Montgomery,25876.1552854302,Count,1101,256
Alabama,Morgan,4196.59113611029,Count,1103,262
Alabama,Perry,592.741000436731,Count,1105,264
Alabama,Pickens,418.966261245769,Count,1107,273
Alabama,Pike,1899.79273037263,Count,1109,279
Alabama,Randolph,469.009737973483,Count,1111,284
Alabama,Russell,4129.42449151676,Count,1113,288
Alabama,St. Clair,972.100135387387,Count,1115,292
Alabama,Shelby,7448.57077167545,Count,1117,298
Alabama,Sumter,1455.99103657218,Count,1119,303
Alabama,Talladega,4888.29210831753,Count,1121,306
Alabama,Tallapoosa,2014.11589451112,Count,1123,308
Alabama,Tuscaloosa,14355.3079013755,Count,1125,313
Alabama,Walker,2597.76867351418,Count,1127,317
Alabama,Washington,609.668282128401,Count,1129,319
Alabama,Wilcox,3217.07152887436,Count,1131,326
Alabama,Winston,355.534534493623,Count,1133,332
Alaska,Aleutians East,699.718961178918,Count,2013,346
Alaska,Aleutians West,418.945626274534,Count,2016,381
Alaska,Anchorage,13341.8029831233,Count,2020,400
Alaska,Bethel,6561.87728877209,Count,2050,411
Alaska,Bristol Bay,72.2179462411546,Count,2060,423
Alaska,Denali,338.312491175357,Count,2068,426
Alaska,Dillingham,800.409120027851,Count,2070,445
Alaska,Fairbanks North Star,9736.74493683366,Count,2090,454
Alaska,Haines,122.641565188704,Count,2100,462
Alaska,Hoonah-Angoon,691.021753562159,Count,2105,476
Alaska,Juneau,1918.60092559202,Count,2110,482
Alaska,Kenai Peninsula,3272.63723097349,Count,2122,494
Alaska,Ketchikan Gateway,119.755569976784,Count,2130,514
Alaska,Kodiak Island,502.617354156768,Count,2150,533
Alaska,Lake and Peninsula,748.858864197744,Count,2164,544
Alaska,Matanuska-Susitna,5137.50217613425,Count,2170,556
Alaska,Nome,3414.19979905044,Count,2180,571
Alaska,North Slope,360.166192579083,Count,2185,614
Alaska,Northwest Arctic,2432.3560879552,Count,2188,638
Alaska,Petersburg,59.0448657671108,Count,2195,645
Alaska,Prince of Wales-Hyder,435.720915760074,Count,2198,669
Alaska,Sitka,523.502465222613,Count,2220,679
Alaska,Skagway,0.935469439518493,Count,2230,683
Alaska,Southeast Fairbanks,644.310896466115,Count,2240,690
Alaska,Valdez-Cordova,1046.84503657593,Count,2261,710
Alaska,Wade Hampton,3289.17086684209,Count,2270,725
Alaska,Wrangell,51.4582770932486,Count,2275,733
Alaska,Yakutat,0.589697637519293,Count,2282,744
Alaska,Yukon-Koyukuk,2798.96333720136,Count,2290,753
Arizona,Apache,31344.936684887,Count,4001,761
Arizona,Cochise,16202.3637165113,Count,4003,763
Arizona,Coconino,17603.5701482358,Count,4005,771
Arizona,Gila,6188.11848541637,Count,4007,787
Arizona,Graham,5100.00299326435,Count,4009,0
Arizona,Greenlee,2182.41032023083,Count,4011,1
Arizona,La Paz,3881.07749574795,Count,4012,3
Arizona,Maricopa,139988.257833923,Count,4013,9
Arizona,Mohave,34539.6715977136,Count,4015,15
Arizona,Navajo,19590.1860406619,Count,4017,17
Arizona,Pima,71177.5376873691,Count,4019,21
Arizona,Pinal,17928.112779412,Count,4021,26
Arizona,Santa Cruz,5112.38601624355,Count,4023,32
Arizona,Yavapai,25495.4994815814,Count,4025,35
Arizona,Yuma,20611.9733693595,Count,4027,42
Arkansas,Arkansas,1506.79553098664,Count,5001,46
Arkansas,Ashley,2468.5008121783,Count,5003,50
Arkansas,Baxter,2248.93043333085,Count,5005,54
Arkansas,Benton,14027.5894956009,Count,5007,59
Arkansas,Boone,3970.22664186968,Count,5009,62
Arkansas,Bradley,540.323540238742,Count,5011,68
Arkansas,Calhoun,1711.43356905463,Count,5013,72
Arkansas,Carroll,1112.78595731145,Count,5015,74
Arkansas,Chicot,347.961028399254,Count,5017,77
Arkansas,Clark,899.570569790453,Count,5019,86
Arkansas,Clay,808.394162333572,Count,5021,93
Arkansas,Cleburne,1253.95776264473,Count,5023,97
Arkansas,Cleveland,764.841098022918,Count,5025,103
Arkansas,Columbia,1812.71755748705,Count,5027,107
Arkansas,Conway,1997.04969285153,Count,5029,109
Arkansas,Craighead,9933.31258257135,Count,5031,114
Arkansas,Crawford,5954.54626844597,Count,5033,115
Arkansas,Crittenden,2236.29084472222,Count,5035,119
Arkansas,Cross,1414.29326779453,Count,5037,124
Arkansas,Dallas,792.25826273376,Count,5039,128
Arkansas,Desha,2068.38527542272,Count,5041,130
Arkansas,Drew,1368.75228030464,Count,5043,136
Arkansas,Faulkner,10276.4190145525,Count,5045,141
Arkansas,Franklin,1007.79125460768,Count,5047,144
Arkansas,Fulton,1138.57566689103,Count,5049,146
Arkansas,Garland,11069.8911323985,Count,5051,151
Arkansas,Grant,722.066955942286,Count,5053,155
Arkansas,Greene,3479.35768559571,Count,5055,162
Arkansas,Hempstead,2396.33489611869,Count,5057,172
Arkansas,Hot Spring,2844.26451973099,Count,5059,184
Arkansas,Howard,1011.13887002526,Count,5061,191
Arkansas,Independence,2845.90923257943,Count,5063,200
Arkansas,Izard,363.06580642899,Count,5065,203
Arkansas,Jackson,1539.77380324507,Count,5067,209
Arkansas,Jefferson,5318.2721571026,Count,5069,213
Arkansas,Johnson,1114.51041267889,Count,5071,218
Arkansas,Lafayette,678.676173991769,Count,5073,222
Arkansas,Lawrence,2280.11330576629,Count,5075,230
Arkansas,Lee,1651.41939670748,Count,5077,237
Arkansas,Lincoln,2916.10040474549,Count,5079,244
Arkansas,Little River,467.816389460994,Count,5081,251
Arkansas,Logan,1528.07412999088,Count,5083,258
