State,County,Recreation & fitness facilities per 1000 pop 2016 (RECFACPTH16),Units,FIPS,FID
Alabama,Autauga,0.108542277,"# per 1,000 pop",1001,5
Alabama,Baldwin,0.10120043,"# per 1,000 pop",1003,20
Alabama,Barbour,0.0,"# per 1,000 pop",1005,25
Alabama,Bibb,0.0441833,"# per 1,000 pop",1007,29
Alabama,Blount,0.069490289,"# per 1,000 pop",1009,33
Alabama,Bullock,0.0,"# per 1,000 pop",1011,37
Alabama,Butler,0.0500877,"# per 1,000 pop",1013,39
Alabama,Calhoun,0.0608802,"# per 1,000 pop",1015,43
Alabama,Chambers,0.0,"# per 1,000 pop",1017,47
Alabama,Cherokee,0.0388108,"# per 1,000 pop",1019,51
Alabama,Chilton,0.0456308,"# per 1,000 pop",1021,56
Alabama,Choctaw,0.0,"# per 1,000 pop",1023,58
Alabama,Clarke,0.082135524,"# per 1,000 pop",1025,61
Alabama,Clay,0.0,"# per 1,000 pop",1027,65
Alabama,Cleburne,0.0,"# per 1,000 pop",1029,67
Alabama,Coffee,0.078099069,"# per 1,000 pop",1031,70
Alabama,Colbert,0.092035268,"# per 1,000 pop",1033,73
Alabama,Conecuh,0.0,"# per 1,000 pop",1035,80
Alabama,Coosa,0.0,"# per 1,000 pop",1037,82
Alabama,Covington,0.106991922,"# per 1,000 pop",1039,88
Alabama,Crenshaw,0.0,"# per 1,000 pop",1041,90
Alabama,Cullman,0.0485897,"# per 1,000 pop",1043,98
Alabama,Dale,0.0406273,"# per 1,000 pop",1045,101
Alabama,Dallas,0.049899,"# per 1,000 pop",1047,110
Alabama,DeKalb,0.0421254,"# per 1,000 pop",1049,112
Alabama,Elmore,0.0492368,"# per 1,000 pop",1051,118
Alabama,Escambia,0.0533675,"# per 1,000 pop",1053,122
Alabama,Etowah,0.077877071,"# per 1,000 pop",1055,131
Alabama,Fayette,0.0,"# per 1,000 pop",1057,134
Alabama,Franklin,0.095005859,"# per 1,000 pop",1059,138
Alabama,Geneva,0.0,"# per 1,000 pop",1061,140
Alabama,Greene,0.0,"# per 1,000 pop",1063,148
Alabama,Hale,0.0,"# per 1,000 pop",1065,150
Alabama,Henry,0.0,"# per 1,000 pop",1067,158
Alabama,Houston,0.095994164,"# per 1,000 pop",1069,160
Alabama,Jackson,0.0192127,"# per 1,000 pop",1071,164
Alabama,Jefferson,0.110648476,"# per 1,000 pop",1073,171
Alabama,Lamar,0.0,"# per 1,000 pop",1075,174
Alabama,Lauderdale,0.097488058,"# per 1,000 pop",1077,176
Alabama,Lawrence,0.060183,"# per 1,000 pop",1079,181
Alabama,Lee,0.0440299,"# per 1,000 pop",1081,187
Alabama,Limestone,0.07533362,"# per 1,000 pop",1083,197
Alabama,Lowndes,0.097646714,"# per 1,000 pop",1085,205
Alabama,Macon,0.0,"# per 1,000 pop",1087,210
Alabama,Madison,0.140326455,"# per 1,000 pop",1089,217
Alabama,Marengo,0.102537811,"# per 1,000 pop",1091,220
Alabama,Marion,0.100260678,"# per 1,000 pop",1093,224
Alabama,Marshall,0.0420862,"# per 1,000 pop",1095,231
Alabama,Mobile,0.074725444,"# per 1,000 pop",1097,240
Alabama,Monroe,0.0463564,"# per 1,000 pop",1099,250
Alabama,Montgomery,0.088216094,"# per 1,000 pop",1101,256
Alabama,Morgan,0.0589131,"# per 1,000 pop",1103,262
Alabama,Perry,0.0,"# per 1,000 pop",1105,264
Alabama,Pickens,0.098449422,"# per 1,000 pop",1107,273
Alabama,Pike,0.0602138,"# per 1,000 pop",1109,279
Alabama,Randolph,0.0,"# per 1,000 pop",1111,284
Alabama,Russell,0.068755694,"# per 1,000 pop",1113,288
Alabama,St. Clair,0.0342928,"# per 1,000 pop",1115,292
Alabama,Shelby,0.146868619,"# per 1,000 pop",1117,298
Alabama,Sumter,0.07732756,"# per 1,000 pop",1119,303
Alabama,Talladega,0.0,"# per 1,000 pop",1121,306
Alabama,Tallapoosa,0.0246463,"# per 1,000 pop",1123,308
Alabama,Tuscaloosa,0.0581728,"# per 1,000 pop",1125,313
Alabama,Walker,0.077446136,"# per 1,000 pop",1127,317
Alabama,Washington,0.0,"# per 1,000 pop",1129,319
Alabama,Wilcox,0.0,"# per 1,000 pop",1131,326
Alabama,Winston,0.083727551,"# per 1,000 pop",1133,332
Alaska,Aleutians East,0.0,"# per 1,000 pop",2013,346
Alaska,Aleutians West,0.0,"# per 1,000 pop",2016,381
Alaska,Anchorage,0.147960831,"# per 1,000 pop",2020,400
Alaska,Bethel,0.0556174,"# per 1,000 pop",2050,411
Alaska,Bristol Bay,0.0,"# per 1,000 pop",2060,423
Alaska,Denali,0.0,"# per 1,000 pop",2068,426
Alaska,Dillingham,0.0,"# per 1,000 pop",2070,445
Alaska,Fairbanks North Star,0.119281923,"# per 1,000 pop",2090,454
Alaska,Haines,0.0,"# per 1,000 pop",2100,462
Alaska,Hoonah-Angoon,0.0,"# per 1,000 pop",2105,476
Alaska,Juneau,0.246875482,"# per 1,000 pop",2110,482
Alaska,Kenai Peninsula,0.136651692,"# per 1,000 pop",2122,494
Alaska,Ketchikan Gateway,0.218547388,"# per 1,000 pop",2130,514
Alaska,Kodiak Island,0.0,"# per 1,000 pop",2150,533
Alaska,Lake and Peninsula,0.0,"# per 1,000 pop",2164,544
Alaska,Matanuska-Susitna,0.067228182,"# per 1,000 pop",2170,556
Alaska,Nome,0.0,"# per 1,000 pop",2180,571
Alaska,North Slope,0.103252452,"# per 1,000 pop",2185,614
Alaska,Northwest Arctic,0.0,"# per 1,000 pop",2188,638
Alaska,Petersburg,0.0,"# per 1,000 pop",2195,645
Alaska,Prince of Wales-Hyder,0.0,"# per 1,000 pop",2198,669
Alaska,Sitka,0.22810219,"# per 1,000 pop",2220,679
Alaska,Skagway,0.0,"# per 1,000 pop",2230,683
Alaska,Southeast Fairbanks,0.0,"# per 1,000 pop",2240,690
Alaska,Valdez-Cordova,0.214132762,"# per 1,000 pop",2261,710
Alaska,Wade Hampton,0.0,"# per 1,000 pop",2270,725
Alaska,Wrangell,0.0,"# per 1,000 pop",2275,733
Alaska,Yakutat,0.0,"# per 1,000 pop",2282,744
