State,County,Low income & low access to store 2015 (LACCESS_LOWI15),Units,FIPS,FID
Alabama,Autauga,6543.67682386602,Count,1001,5
Alabama,Baldwin,9886.83113695157,Count,1003,20
Alabama,Barbour,2948.79025102387,Count,1005,25
Alabama,Bibb,596.162828807213,Count,1007,29
Alabama,Blount,1650.95948166117,Count,1009,33
Alabama,Bullock,2154.78929983559,Count,1011,37
Alabama,Butler,612.934760794224,Count,1013,39
Alabama,Calhoun,10883.2099687745,Count,1015,43
Alabama,Chambers,3533.91621589475,Count,1017,47
Alabama,Cherokee,57.4649017164193,Count,1019,51
Alabama,Chilton,637.419527463016,Count,1021,56
Alabama,Choctaw,1010.37917647658,Count,1023,58
Alabama,Clarke,2881.59682914038,Count,1025,61
Alabama,Clay,324.180904914649,Count,1027,65
Alabama,Cleburne,310.177285017567,Count,1029,67
Alabama,Coffee,2987.49134413558,Count,1031,70
Alabama,Colbert,3565.96174438536,Count,1033,73
Alabama,Conecuh,1750.03480396498,Count,1035,80
Alabama,Coosa,1168.30153574374,Count,1037,82
Alabama,Covington,1650.45389755504,Count,1039,88
Alabama,Crenshaw,2369.45173646396,Count,1041,90
Alabama,Cullman,2500.31000115889,Count,1043,98
Alabama,Dale,5306.19421108412,Count,1045,101
Alabama,Dallas,5063.95792239964,Count,1047,110
Alabama,DeKalb,1540.90686364086,Count,1049,112
Alabama,Elmore,5506.02450966966,Count,1051,118
Alabama,Escambia,2766.6088194585,Count,1053,122
Alabama,Etowah,9817.06394289551,Count,1055,131
Alabama,Fayette,233.522224241806,Count,1057,134
Alabama,Franklin,1306.40117262813,Count,1059,138
Alabama,Geneva,249.357247410109,Count,1061,140
Alabama,Greene,1930.42692856674,Count,1063,148
Alabama,Hale,732.447101322528,Count,1065,150
Alabama,Henry,370.637902213739,Count,1067,158
Alabama,Houston,6379.79785195788,Count,1069,160
Alabama,Jackson,1741.85918603185,Count,1071,164
Alabama,Jefferson,80804.2518550103,Count,1073,171
Alabama,Lamar,109.328538632442,Count,1075,174
Alabama,Lauderdale,4670.74810611525,Count,1077,176
Alabama,Lawrence,728.841213644897,Count,1079,181
Alabama,Lee,17179.5614859062,Count,1081,187
Alabama,Limestone,2912.56368938493,Count,1083,197
Alabama,Lowndes,1475.89175827845,Count,1085,205
Alabama,Macon,4641.92629347303,Count,1087,210
Alabama,Madison,25001.4928805397,Count,1089,217
Alabama,Marengo,2655.4936593884,Count,1091,220
Alabama,Marion,1001.61803869893,Count,1093,224
Alabama,Marshall,4825.36565827654,Count,1095,231
Alabama,Mobile,42397.4502206414,Count,1097,240
Alabama,Monroe,2961.8220103101,Count,1099,250
Alabama,Montgomery,33423.0999091633,Count,1101,256
Alabama,Morgan,4880.21274469644,Count,1103,262
Alabama,Perry,517.38279523814,Count,1105,264
Alabama,Pickens,176.165684623049,Count,1107,273
Alabama,Pike,2074.0663212833,Count,1109,279
Alabama,Randolph,1561.63163882923,Count,1111,284
Alabama,Russell,2936.81295829757,Count,1113,288
Alabama,St. Clair,1310.61987829395,Count,1115,292
Alabama,Shelby,8393.4927162662,Count,1117,298
Alabama,Sumter,1427.620249355,Count,1119,303
Alabama,Talladega,4817.86204132309,Count,1121,306
Alabama,Tallapoosa,1799.87302127403,Count,1123,308
Alabama,Tuscaloosa,12641.0434944568,Count,1125,313
Alabama,Walker,3491.94504446369,Count,1127,317
Alabama,Washington,630.026718356257,Count,1129,319
Alabama,Wilcox,3555.23586160698,Count,1131,326
Alabama,Winston,650.053345287038,Count,1133,332
Alaska,Aleutians East,1097.38717808408,Count,2013,346
Alaska,Aleutians West,476.802797525567,Count,2016,381
Alaska,Anchorage,14923.5112779259,Count,2020,400
Alaska,Bethel,7143.3501704334,Count,2050,411
Alaska,Bristol Bay,176.10243361702,Count,2060,423
Alaska,Denali,418.769635211891,Count,2068,426
Alaska,Dillingham,1560.61620514674,Count,2070,445
Alaska,Fairbanks North Star,7100.79360514464,Count,2090,454
Alaska,Haines,186.619820892327,Count,2100,462
Alaska,Hoonah-Angoon,833.511216667336,Count,2105,476
Alaska,Juneau,1847.19011127128,Count,2110,482
Alaska,Kenai Peninsula,3232.78985124523,Count,2122,494
Alaska,Ketchikan Gateway,217.501647285011,Count,2130,514
Alaska,Kodiak Island,626.082267463353,Count,2150,533
Alaska,Lake and Peninsula,709.751576367962,Count,2164,544
Alaska,Matanuska-Susitna,6784.92622523038,Count,2170,556
Alaska,Nome,3615.82030277432,Count,2180,571
Alaska,North Slope,1244.49440069862,Count,2185,614
Alaska,Northwest Arctic,2561.96582597491,Count,2188,638
Alaska,Petersburg,25.2595840752786,Count,2195,645
Alaska,Prince of Wales-Hyder,820.786132496686,Count,2198,669
Alaska,Sitka,367.043402781666,Count,2220,679
Alaska,Skagway,0.488926064008091,Count,2230,683
Alaska,Southeast Fairbanks,1323.15591624629,Count,2240,690
Alaska,Valdez-Cordova,1475.79180553433,Count,2261,710
Alaska,Wade Hampton,3120.82372285178,Count,2270,725
Alaska,Wrangell,155.562327360329,Count,2275,733
Alaska,Yakutat,167.845668372982,Count,2282,744
Alaska,Yukon-Koyukuk,2779.79914771384,Count,2290,753
Arizona,Apache,33893.4629468824,Count,4001,761
Arizona,Cochise,19006.018126279,Count,4003,763
Arizona,Coconino,18592.6830016009,Count,4005,771
Arizona,Gila,8482.6278975375,Count,4007,787
Arizona,Graham,7073.94865850238,Count,4009,0
Arizona,Greenlee,2577.20393092365,Count,4011,1
Arizona,La Paz,3883.6312407264,Count,4012,3
Arizona,Maricopa,167933.017109047,Count,4013,9
Arizona,Mohave,40061.4819809542,Count,4015,15
Arizona,Navajo,26868.0607100973,Count,4017,17
Arizona,Pima,75295.1497192636,Count,4019,21
Arizona,Pinal,27067.6522292377,Count,4021,26
Arizona,Santa Cruz,6073.507467956441,Count,4023,32
Arizona,Yavapai,26604.0153238322,Count,4025,35
Arizona,Yuma,18786.2453965478,Count,4027,42
Arkansas,Arkansas,3389.5324478374,Count,5001,46
Arkansas,Ashley,2623.41920167508,Count,5003,50
Arkansas,Baxter,1834.51510594241,Count,5005,54
Arkansas,Benton,11738.2438799779,Count,5007,59
Arkansas,Boone,3821.82441275808,Count,5009,62
Arkansas,Bradley,595.364156674549,Count,5011,68
Arkansas,Calhoun,1747.31626699067,Count,5013,72
Arkansas,Carroll,1046.59811311058,Count,5015,74
Arkansas,Chicot,3940.14367465947,Count,5017,77
Arkansas,Clark,4933.73069617686,Count,5019,86
Arkansas,Clay,692.583347728411,Count,5021,93
Arkansas,Cleburne,846.850616626953,Count,5023,97
Arkansas,Cleveland,479.311288514334,Count,5025,103
Arkansas,Columbia,1777.07014994404,Count,5027,107
Arkansas,Conway,1340.31864381424,Count,5029,109
Arkansas,Craighead,8261.21020785319,Count,5031,114
Arkansas,Crawford,4854.79801234622,Count,5033,115
Arkansas,Crittenden,2521.27924980081,Count,5035,119
Arkansas,Cross,1146.55932431067,Count,5037,124
Arkansas,Dallas,1485.8583352037,Count,5039,128
Arkansas,Desha,2602.46876969207,Count,5041,130
Arkansas,Drew,1996.79195734492,Count,5043,136
Arkansas,Faulkner,6301.31866390014,Count,5045,141
Arkansas,Franklin,659.652989715403,Count,5047,144
Arkansas,Fulton,1486.06788137041,Count,5049,146
Arkansas,Garland,10288.8113672472,Count,5051,151
Arkansas,Grant,790.151125172402,Count,5053,155
Arkansas,Greene,3983.76418331974,Count,5055,162
Arkansas,Hempstead,3276.94311872172,Count,5057,172
Arkansas,Hot Spring,2209.28183685685,Count,5059,184
Arkansas,Howard,2853.09835662112,Count,5061,191
Arkansas,Independence,2680.23718835195,Count,5063,200
Arkansas,Izard,74.7875505470522,Count,5065,203
Arkansas,Jackson,1872.4057135057,Count,5067,209
Arkansas,Jefferson,5499.38324813532,Count,5069,213
Arkansas,Johnson,741.642701566565,Count,5071,218
Arkansas,Lafayette,719.212909854599,Count,5073,222
Arkansas,Lawrence,2709.80219320469,Count,5075,230
Arkansas,Lee,2848.4869991529,Count,5077,237
Arkansas,Lincoln,2372.17719565252,Count,5079,244
Arkansas,Little River,646.766370809281,Count,5081,251
Arkansas,Logan,1098.3116373821,Count,5083,258
Arkansas,Lonoke,4536.89272611672,Count,5085,268
Arkansas,Madison,1893.58688600207,Count,5087,277
Arkansas,Marion,1118.28387552677,Count,5089,282
Arkansas,Miller,5959.4245040564,Count,5091,287
Arkansas,Mississippi,3369.05743836686,Count,5093,294
Arkansas,Monroe,516.695039100829,Count,5095,300
Arkansas,Montgomery,1062.05313169718,Count,5097,304
Arkansas,Nevada,1289.68147183232,Count,5099,307
Arkansas,Newton,1776.00219259638,Count,5101,311
Arkansas,Ouachita,3555.1244971664,Count,5103,316
Arkansas,Perry,655.280721181152,Count,5105,318
Arkansas,Phillips,6751.82494066324,Count,5107,322
Arkansas,Pike,1240.4030369509,Count,5109,327
Arkansas,Poinsett,4688.20015096276,Count,5111,333
Arkansas,Polk,4229.09219213882,Count,5113,337
Arkansas,Pope,3802.83414830676,Count,5115,340
Arkansas,Prairie,1713.34590119063,Count,5117,345
Arkansas,Pulaski,39910.4994954045,Count,5119,350
Arkansas,Randolph,2622.02032765315,Count,5121,353
Arkansas,St. Francis,4272.59459818789,Count,5123,357
Arkansas,Saline,6560.85458213767,Count,5125,360
Arkansas,Scott,879.885288747041,Count,5127,364
Arkansas,Searcy,1354.59889328528,Count,5129,372
Arkansas,Sebastian,4677.55756087971,Count,5131,378
Arkansas,Sevier,1904.22870652695,Count,5133,390
Arkansas,Sharp,1757.99657831541,Count,5135,394
Arkansas,Stone,1681.83260404151,Count,5137,399
Arkansas,Union,5615.76790289721,Count,5139,403
Arkansas,Van Buren,1054.69080124545,Count,5141,407
Arkansas,Washington,12306.8043989408,Count,5143,417
Arkansas,White,4016.2970702508,Count,5145,428
Arkansas,Woodruff,191.169178232138,Count,5147,435
Arkansas,Yell,1217.22543816793,Count,5149,438
California,Alameda,15141.0633208475,Count,6001,457
California,Alpine,146.579098336455,Count,6003,461
California,Amador,1360.36619374208,Count,6005,472
California,Butte,16363.3624071464,Count,6007,486
California,Calaveras,1252.35384512041,Count,6009,489
California,Colusa,632.16934776606,Count,6011,497
California,Contra Costa,31140.4169603866,Count,6013,503
California,Del Norte,4005.77469349907,Count,6015,511
California,El Dorado,10966.6925074421,Count,6017,522
California,Fresno,38725.2922780758,Count,6019,527
California,Glenn,1003.38123882685,Count,6021,537
California,Humboldt,8336.50346635396,Count,6023,551
California,Imperial,16064.8958660766,Count,6025,557
California,Inyo,2261.10271515598,Count,6027,562
California,Kern,45135.65312271,Count,6029,84
California,Kings,7442.08270978604,Count,6031,94
California,Lake,5717.54739564124,Count,6033,100
California,Lassen,2546.69694981753,Count,6035,104
California,Los Angeles,161790.521342995,Count,6037,139
California,Madera,14151.7013348623,Count,6039,153
California,Marin,4305.92556742668,Count,6041,168
California,Mariposa,1118.17660971795,Count,6043,178
California,Mendocino,5937.4910011167,Count,6045,190
California,Merced,18755.6808403051,Count,6047,204
California,Modoc,1133.0660791912,Count,6049,207
California,Mono,2138.86319042818,Count,6051,214
California,Monterey,14417.756664775,Count,6053,228
California,Napa,3165.39166081335,Count,6055,236
California,Nevada,6689.0930834662,Count,6057,243
California,Orange,26825.3577703937,Count,6059,257
California,Placer,10539.4462798964,Count,6061,266
California,Plumas,467.48859461491,Count,6063,275
California,Riverside,149950.847539967,Count,6065,281
California,Sacramento,62747.7550588039,Count,6067,289
California,San Benito,1729.88025945504,Count,6069,295
California,San Bernardino,162904.56727114,Count,6071,302
California,San Diego,95163.5460581061,Count,6073,315
California,San Francisco,2592.47567186921,Count,6075,331
California,San Joaquin,32685.0224633537,Count,6077,339
California,San Luis Obispo,12009.5466414841,Count,6079,351
California,San Mateo,7901.56051922297,Count,6081,368
California,Santa Barbara,13265.6026881395,Count,6083,391
California,Santa Clara,17684.3414986817,Count,6085,406
California,Santa Cruz,9975.14771855422,Count,6087,415
California,Shasta,15555.7302854559,Count,6089,431
California,Sierra,902.259780214793,Count,6091,439
California,Siskiyou,4608.86692950009,Count,6093,446
California,Solano,13981.215959428,Count,6095,453
California,Sonoma,19423.5066898248,Count,6097,463
California,Stanislaus,24982.2683076494,Count,6099,473
California,Sutter,10252.9496470546,Count,6101,483
California,Tehama,6278.33993128238,Count,6103,492
California,Trinity,1021.65887381945,Count,6105,500
California,Tulare,35318.9030203277,Count,6107,501
California,Tuolumne,5654.38472968344,Count,6109,513
California,Ventura,27135.7462390426,Count,6111,521
California,Yolo,3872.86984023665,Count,6113,525
California,Yuba,8672.54951686534,Count,6115,541
Colorado,Adams,24845.5179615541,Count,8001,545
Colorado,Alamosa,405.346092538874,Count,8003,549
Colorado,Arapahoe,13732.2207862516,Count,8005,558
Colorado,Archuleta,1289.72303514738,Count,8007,560
Colorado,Baca,318.128784201232,Count,8009,563
Colorado,Bent,786.480071689657,Count,8011,564
Colorado,Boulder,9078.23363746635,Count,8013,570
Colorado,Broomfield,2905.12764167047,Count,8014,577
Colorado,Chaffee,449.348283582,Count,8015,582
Colorado,Cheyenne,181.383815677858,Count,8017,587
Colorado,Clear Creek,213.194145628037,Count,8019,591
Colorado,Conejos,223.690205369964,Count,8021,596
Colorado,Costilla,1734.92006537993,Count,8023,599
Colorado,Crowley,283.207381375717,Count,8025,605
Colorado,Custer,280.787830351357,Count,8027,610
Colorado,Delta,1068.92804617436,Count,8029,617
Colorado,Denver,27182.9843858969,Count,8031,628
Colorado,Dolores,1004.43658031708,Count,8033,636
