State,County,Asian low access to store 2015 (LACCESS_NHASIAN15),Units,FIPS,FID
Alabama,Autauga,86.767975169827,Count,1001,5
Alabama,Baldwin,212.946378394542,Count,1003,20
Alabama,Barbour,17.0964100404502,Count,1005,25
Alabama,Bibb,1.99431798684236,Count,1007,29
Alabama,Blount,8.42899439623579,Count,1009,33
Alabama,Bullock,0.968748204904841,Count,1011,37
Alabama,Butler,4.95549835638667,Count,1013,39
Alabama,Calhoun,235.07120252761,Count,1015,43
Alabama,Chambers,108.493405609874,Count,1017,47
Alabama,Cherokee,0.0,Count,1019,51
Alabama,Chilton,2.44608596841863,Count,1021,56
Alabama,Choctaw,0.0,Count,1023,58
Alabama,Clarke,13.8811023244634,Count,1025,61
Alabama,Clay,0.960742453118655,Count,1027,65
Alabama,Cleburne,0.119914183749643,Count,1029,67
Alabama,Coffee,233.563263012686,Count,1031,70
Alabama,Colbert,81.874265876686,Count,1033,73
Alabama,Conecuh,3.98577959422619,Count,1035,80
Alabama,Coosa,1.61086612308281,Count,1037,82
Alabama,Covington,4.16684009891469,Count,1039,88
Alabama,Crenshaw,9.55612201925305,Count,1041,90
Alabama,Cullman,55.3114820173487,Count,1043,98
Alabama,Dale,157.249137960718,Count,1045,101
Alabama,Dallas,20.9473625461578,Count,1047,110
Alabama,DeKalb,19.7481709794029,Count,1049,112
Alabama,Elmore,56.9010257125774,Count,1051,118
Alabama,Escambia,3.61138123828277,Count,1053,122
Alabama,Etowah,133.554698537177,Count,1055,131
Alabama,Fayette,0.0,Count,1057,134
Alabama,Franklin,15.1505986239708,Count,1059,138
Alabama,Geneva,1.55444676804473,Count,1061,140
Alabama,Greene,1.92799061487312,Count,1063,148
Alabama,Hale,0.0,Count,1065,150
Alabama,Henry,0.0,Count,1067,158
Alabama,Houston,294.621202976587,Count,1069,160
Alabama,Jackson,21.4727752285107,Count,1071,164
Alabama,Jefferson,1808.04871318759,Count,1073,171
Alabama,Lamar,0.0,Count,1075,174
Alabama,Lauderdale,117.030087435796,Count,1077,176
Alabama,Lawrence,1.5014168061316,Count,1079,181
Alabama,Lee,966.474564874355,Count,1081,187
Alabama,Limestone,30.4140906385073,Count,1083,197
Alabama,Lowndes,2.04864203633042,Count,1085,205
Alabama,Macon,44.1557390537946,Count,1087,210
Alabama,Madison,2694.85190593994,Count,1089,217
Alabama,Marengo,3.13289326362428,Count,1091,220
Alabama,Marion,0.259164271483314,Count,1093,224
Alabama,Marshall,102.890048286179,Count,1095,231
Alabama,Mobile,1982.74493256871,Count,1097,240
Alabama,Monroe,7.28722059492884,Count,1099,250
Alabama,Montgomery,713.323021085636,Count,1101,256
Alabama,Morgan,111.746147016825,Count,1103,262
Alabama,Perry,5.99999988824129,Count,1105,264
Alabama,Pickens,1.00000001490116,Count,1107,273
Alabama,Pike,26.3871671054512,Count,1109,279
Alabama,Randolph,6.73066371213645,Count,1111,284
Alabama,Russell,31.1904854719568,Count,1113,288
Alabama,St. Clair,40.8617616026895,Count,1115,292
Alabama,Shelby,1017.04550286804,Count,1117,298
Alabama,Sumter,2.00000000675209,Count,1119,303
Alabama,Talladega,94.4309289153898,Count,1121,306
Alabama,Tallapoosa,17.3078745659877,Count,1123,308
Alabama,Tuscaloosa,375.834056909929,Count,1125,313
Alabama,Walker,39.2838962191599,Count,1127,317
Alabama,Washington,2.13417413485331,Count,1129,319
Alabama,Wilcox,4.00000004172034,Count,1131,326
Alabama,Winston,2.04557609558105,Count,1133,332
Alaska,Aleutians East,787.999992337271,Count,2013,346
Alaska,Aleutians West,202.293688953912,Count,2016,381
Alaska,Anchorage,5615.87355639529,Count,2020,400
Alaska,Bethel,28.7930347045549,Count,2050,411
Alaska,Bristol Bay,8.00000001369441,Count,2060,423
Alaska,Denali,18.9999999662218,Count,2068,426
Alaska,Dillingham,0.0,Count,2070,445
Alaska,Fairbanks North Star,825.292555552106,Count,2090,454
Alaska,Haines,4.03539471594249,Count,2100,462
Alaska,Hoonah-Angoon,12.0000000225336,Count,2105,476
Alaska,Juneau,497.707215232463,Count,2110,482
Alaska,Kenai Peninsula,142.118166632839,Count,2122,494
Alaska,Ketchikan Gateway,15.0298256020722,Count,2130,514
Alaska,Kodiak Island,31.883839733785,Count,2150,533
Alaska,Lake and Peninsula,5.87558750695323,Count,2164,544
Alaska,Matanuska-Susitna,239.055132485791,Count,2170,556
Alaska,Nome,11.9999998979113,Count,2180,571
Alaska,North Slope,76.4862047995263,Count,2185,614
Alaska,Northwest Arctic,2.00000000793727,Count,2188,638
Alaska,Petersburg,2.0050905082092,Count,2195,645
Alaska,Prince of Wales-Hyder,6.00000001998706,Count,2198,669
Alaska,Sitka,46.1109947292134,Count,2220,679
Alaska,Skagway,0.0,Count,2230,683
Alaska,Southeast Fairbanks,28.3990176912748,Count,2240,690
Alaska,Valdez-Cordova,74.1692422125422,Count,2261,710
Alaska,Wade Hampton,9.00000004857728,Count,2270,725
Alaska,Wrangell,6.287618638799,Count,2275,733
Alaska,Yakutat,26.9999999963475,Count,2282,744
Alaska,Yukon-Koyukuk,13.9999998621125,Count,2290,753
Arizona,Apache,106.007232933589,Count,4001,761
Arizona,Cochise,1346.28552804618,Count,4003,763
Arizona,Coconino,322.579744675615,Count,4005,771
Arizona,Gila,48.6516085679383,Count,4007,787
Arizona,Graham,71.3254649395051,Count,4009,0
Arizona,Greenlee,34.650106939128,Count,4011,1
Arizona,La Paz,35.1736074878553,Count,4012,3
Arizona,Maricopa,14730.5230427196,Count,4013,9
Arizona,Mohave,769.304757964847,Count,4015,15
