State,County,Hispanic ethnicity low access to store 2015 (LACCESS_HISP15),Units,FIPS,FID
Alabama,Autauga,471.136164350057,Count,1001,5
Alabama,Baldwin,1377.87483396046,Count,1003,20
Alabama,Barbour,509.377525052818,Count,1005,25
Alabama,Bibb,8.59676248193227,Count,1007,29
Alabama,Blount,497.489891290528,Count,1009,33
Alabama,Bullock,24.0788894071457,Count,1011,37
Alabama,Butler,11.0849018942851,Count,1013,39
Alabama,Calhoun,970.893190568127,Count,1015,43
Alabama,Chambers,126.786631121557,Count,1017,47
Alabama,Cherokee,0.348952026106417,Count,1019,51
Alabama,Chilton,80.8955563084601,Count,1021,56
Alabama,Choctaw,11.3219366595533,Count,1023,58
Alabama,Clarke,80.7730089934842,Count,1025,61
Alabama,Clay,11.1301351978154,Count,1027,65
Alabama,Cleburne,13.6692528047388,Count,1029,67
Alabama,Coffee,606.831658120654,Count,1031,70
Alabama,Colbert,199.100281337003,Count,1033,73
Alabama,Conecuh,21.9098419289494,Count,1035,80
Alabama,Coosa,28.5433962377326,Count,1037,82
Alabama,Covington,26.0884354843748,Count,1039,88
Alabama,Crenshaw,35.682502908607,Count,1041,90
Alabama,Cullman,366.729690115207,Count,1043,98
Alabama,Dale,1217.46517550996,Count,1045,101
Alabama,Dallas,51.4721793125446,Count,1047,110
Alabama,DeKalb,1077.65585869776,Count,1049,112
Alabama,Elmore,421.320856337356,Count,1051,118
Alabama,Escambia,96.4862521230416,Count,1053,122
Alabama,Etowah,517.456277602672,Count,1055,131
Alabama,Fayette,5.93103241163772,Count,1057,134
Alabama,Franklin,597.194400660092,Count,1059,138
Alabama,Geneva,19.2461352853134,Count,1061,140
Alabama,Greene,20.3550547540833,Count,1063,148
Alabama,Hale,12.3025167590317,Count,1065,150
Alabama,Henry,4.81076709626359,Count,1067,158
Alabama,Houston,688.175771604792,Count,1069,160
Alabama,Jackson,208.267545580053,Count,1071,164
Alabama,Jefferson,7097.67367855357,Count,1073,171
Alabama,Lamar,1.00230225548148,Count,1075,174
Alabama,Lauderdale,301.185190130617,Count,1077,176
Alabama,Lawrence,21.499964272105,Count,1079,181
Alabama,Lee,955.16921891118,Count,1081,187
Alabama,Limestone,426.741998520796,Count,1083,197
Alabama,Lowndes,22.6760452113174,Count,1085,205
Alabama,Macon,88.3663259426066,Count,1087,210
Alabama,Madison,4985.63316857017,Count,1089,217
Alabama,Marengo,37.416902520381,Count,1091,220
Alabama,Marion,25.1430527021348,Count,1093,224
Alabama,Marshall,1973.74023388623,Count,1095,231
Alabama,Mobile,2039.54025532488,Count,1097,240
Alabama,Monroe,28.8732513794779,Count,1099,250
Alabama,Montgomery,3031.37098188026,Count,1101,256
Alabama,Morgan,928.814039995268,Count,1103,262
Alabama,Perry,3.49094988015116,Count,1105,264
Alabama,Pickens,6.89812138141133,Count,1107,273
Alabama,Pike,39.6773130583827,Count,1109,279
Alabama,Randolph,132.207591894693,Count,1111,284
Alabama,Russell,187.188733617246,Count,1113,288
Alabama,St. Clair,94.0088070360944,Count,1115,292
Alabama,Shelby,2432.81665488938,Count,1117,298
Alabama,Sumter,6.53933580462035,Count,1119,303
Alabama,Talladega,274.888372688987,Count,1121,306
Alabama,Tallapoosa,96.9411013349818,Count,1123,308
Alabama,Tuscaloosa,858.92989138781,Count,1125,313
Alabama,Walker,435.399320339911,Count,1127,317
Alabama,Washington,6.27948648339338,Count,1129,319
Alabama,Wilcox,40.7264040089154,Count,1131,326
Alabama,Winston,41.1493915638275,Count,1133,332
Alaska,Aleutians East,280.000002792396,Count,2013,346
Alaska,Aleutians West,68.2107610085607,Count,2016,381
Alaska,Anchorage,5557.70507418807,Count,2020,400
Alaska,Bethel,75.0383117709021,Count,2050,411
Alaska,Bristol Bay,23.999999966647,Count,2060,423
Alaska,Denali,42.0000001744339,Count,2068,426
Alaska,Dillingham,24.9999997560782,Count,2070,445
Alaska,Fairbanks North Star,2124.81224314389,Count,2090,454
Alaska,Haines,13.4253429181927,Count,2100,462
Alaska,Hoonah-Angoon,76.9999987122157,Count,2105,476
Alaska,Juneau,506.706679914119,Count,2110,482
Alaska,Kenai Peninsula,278.097732137556,Count,2122,494
Alaska,Ketchikan Gateway,42.2201165166771,Count,2130,514
Alaska,Kodiak Island,102.031708534338,Count,2150,533
Alaska,Lake and Peninsula,42.9999999075813,Count,2164,544
Alaska,Matanuska-Susitna,846.232081427852,Count,2170,556
Alaska,Nome,22.9999997206986,Count,2180,571
Alaska,North Slope,121.404790852572,Count,2185,614
Alaska,Northwest Arctic,14.9999999522658,Count,2188,638
Alaska,Petersburg,8.66148937608865,Count,2195,645
Alaska,Prince of Wales-Hyder,31.0000001942722,Count,2198,669
Alaska,Sitka,68.1509533703151,Count,2220,679
Alaska,Skagway,0.0,Count,2230,683
Alaska,Southeast Fairbanks,56.4164851560354,Count,2240,690
Alaska,Valdez-Cordova,164.442603105409,Count,2261,710
Alaska,Wade Hampton,3.00000004107805,Count,2270,725
Alaska,Wrangell,5.58899434472119,Count,2275,733
Alaska,Yakutat,17.0000001533481,Count,2282,744
Alaska,Yukon-Koyukuk,65.9999998346723,Count,2290,753
Arizona,Apache,1987.5913473506,Count,4001,761
Arizona,Cochise,12498.4913259102,Count,4003,763
Arizona,Coconino,3413.62341390434,Count,4005,771
Arizona,Gila,1894.73592463897,Count,4007,787
Arizona,Graham,3199.37855543376,Count,4009,0
Arizona,Greenlee,2609.85941248282,Count,4011,1
Arizona,La Paz,1053.40464420979,Count,4012,3
Arizona,Maricopa,129063.827907124,Count,4013,9
Arizona,Mohave,11759.1187218244,Count,4015,15
Arizona,Navajo,2867.42075460132,Count,4017,17
Arizona,Pima,63978.387996483,Count,4019,21
Arizona,Pinal,22055.7929398079,Count,4021,26
Arizona,Santa Cruz,9295.45682038349,Count,4023,32
Arizona,Yavapai,9573.59027577712,Count,4025,35
Arizona,Yuma,20259.0740748972,Count,4027,42
Arkansas,Arkansas,217.72402861777,Count,5001,46
Arkansas,Ashley,184.739827812325,Count,5003,50
Arkansas,Baxter,81.8109136638086,Count,5005,54
Arkansas,Benton,7064.56489963866,Count,5007,59
Arkansas,Boone,139.730056438196,Count,5009,62
Arkansas,Bradley,86.7029347378293,Count,5011,68
Arkansas,Calhoun,91.2317493653456,Count,5013,72
Arkansas,Carroll,293.090202728994,Count,5015,74
Arkansas,Chicot,334.653156939624,Count,5017,77
Arkansas,Clark,558.637424235995,Count,5019,86
Arkansas,Clay,16.5226621781476,Count,5021,93
Arkansas,Cleburne,31.9034058793994,Count,5023,97
Arkansas,Cleveland,47.5031347831118,Count,5025,103
Arkansas,Columbia,59.1609510102709,Count,5027,107
Arkansas,Conway,77.7998553793068,Count,5029,109
Arkansas,Craighead,860.10935980815,Count,5031,114
Arkansas,Crawford,1195.86536500133,Count,5033,115
Arkansas,Crittenden,129.690927444375,Count,5035,119
Arkansas,Cross,48.0477857788355,Count,5037,124
Arkansas,Dallas,65.7219040194333,Count,5039,128
Arkansas,Desha,137.751292938592,Count,5041,130
Arkansas,Drew,124.351803232981,Count,5043,136
Arkansas,Faulkner,860.592700224719,Count,5045,141
Arkansas,Franklin,20.3570768874923,Count,5047,144
Arkansas,Fulton,18.478147563973,Count,5049,146
Arkansas,Garland,1308.457866242,Count,5051,151
Arkansas,Grant,141.244080363704,Count,5053,155
Arkansas,Greene,229.941361263809,Count,5055,162
Arkansas,Hempstead,645.776458229009,Count,5057,172
Arkansas,Hot Spring,144.302082896782,Count,5059,184
Arkansas,Howard,505.915809121881,Count,5061,191
Arkansas,Independence,405.65028209463,Count,5063,200
Arkansas,Izard,1.66261714464054,Count,5065,203
Arkansas,Jackson,59.4676731930667,Count,5067,209
Arkansas,Jefferson,216.857540775466,Count,5069,213
Arkansas,Johnson,183.028331773532,Count,5071,218
Arkansas,Lafayette,40.2281256575275,Count,5073,222
Arkansas,Lawrence,59.0738968785681,Count,5075,230
Arkansas,Lee,67.6335144056927,Count,5077,237
Arkansas,Lincoln,181.637471420028,Count,5079,244
Arkansas,Little River,85.206611173026,Count,5081,251
Arkansas,Logan,63.3263507877718,Count,5083,258
Arkansas,Lonoke,403.731960892027,Count,5085,268
Arkansas,Madison,56.4330381536978,Count,5087,277
Arkansas,Marion,61.1737208263335,Count,5089,282
Arkansas,Miller,291.471732820028,Count,5091,287
Arkansas,Mississippi,224.564560565617,Count,5093,294
Arkansas,Monroe,1.78841613070108,Count,5095,300
Arkansas,Montgomery,37.3666781095104,Count,5097,304
Arkansas,Nevada,29.5900141571245,Count,5099,307
Arkansas,Newton,57.9027652727542,Count,5101,311
Arkansas,Ouachita,106.348216681552,Count,5103,316
Arkansas,Perry,17.7795632427733,Count,5105,318
Arkansas,Phillips,149.051316114478,Count,5107,322
Arkansas,Pike,56.4714579620457,Count,5109,327
Arkansas,Poinsett,249.082287599529,Count,5111,333
Arkansas,Polk,842.980749870461,Count,5113,337
Arkansas,Pope,931.682547550573,Count,5115,340
Arkansas,Prairie,34.028163495229,Count,5117,345
Arkansas,Pulaski,5601.47048221549,Count,5119,350
Arkansas,Randolph,117.569537274878,Count,5121,353
Arkansas,St. Francis,316.304914784958,Count,5123,357
Arkansas,Saline,1083.43964381774,Count,5125,360
Arkansas,Scott,51.9180784775596,Count,5127,364
Arkansas,Searcy,33.5043212658267,Count,5129,372
Arkansas,Sebastian,905.800389249354,Count,5131,378
Arkansas,Sevier,988.226096358855,Count,5133,390
Arkansas,Sharp,58.7632565082454,Count,5135,394
Arkansas,Stone,49.7263853548002,Count,5137,399
Arkansas,Union,393.24891461268,Count,5139,403
Arkansas,Van Buren,61.3975256969741,Count,5141,407
Arkansas,Washington,4759.02939575894,Count,5143,417
Arkansas,White,412.114100483052,Count,5145,428
Arkansas,Woodruff,6.06090081141156,Count,5147,435
Arkansas,Yell,298.676093217146,Count,5149,438
California,Alameda,13583.5503875488,Count,6001,457
California,Alpine,24.4742279831776,Count,6003,461
California,Amador,1242.17326924045,Count,6005,472
California,Butte,5104.06516599384,Count,6007,486
California,Calaveras,527.092037614084,Count,6009,489
California,Colusa,517.129613296181,Count,6011,497
California,Contra Costa,34021.0734319553,Count,6013,503
California,Del Norte,1277.19077944585,Count,6015,511
California,El Dorado,6080.63855095175,Count,6017,522
California,Fresno,38599.1506785479,Count,6019,527
California,Glenn,608.734967710318,Count,6021,537
California,Humboldt,1896.0907584792,Count,6023,551
California,Imperial,20961.9907360117,Count,6025,557
California,Inyo,1103.84433698059,Count,6027,562
California,Kern,46628.0049458784,Count,6029,84
California,Kings,10571.9859321862,Count,6031,94
California,Lake,2281.61812772968,Count,6033,100
California,Lassen,3965.40260690517,Count,6035,104
California,Los Angeles,217460.415981226,Count,6037,139
California,Madera,18310.7324561626,Count,6039,153
California,Marin,2829.81100622102,Count,6041,168
California,Mariposa,290.810769457734,Count,6043,178
California,Mendocino,3155.19082921923,Count,6045,190
California,Merced,21647.3526799911,Count,6047,204
California,Modoc,280.27251597721,Count,6049,207
California,Mono,1138.63665316036,Count,6051,214
California,Monterey,16757.1184222505,Count,6053,228
California,Napa,2372.49529386343,Count,6055,236
California,Nevada,2673.89950259905,Count,6057,243
California,Orange,29707.2755177694,Count,6059,257
California,Placer,5385.16441903384,Count,6061,266
California,Plumas,194.3667995589,Count,6063,275
California,Riverside,187655.499169663,Count,6065,281
California,Sacramento,35607.2373575916,Count,6067,289
California,San Benito,3471.88921599377,Count,6069,295
California,San Bernardino,170954.171762956,Count,6071,302
California,San Diego,74758.1821228864,Count,6073,315
California,San Francisco,848.821284382342,Count,6075,331
California,San Joaquin,31736.9143244296,Count,6077,339
California,San Luis Obispo,7947.75537815194,Count,6079,351
California,San Mateo,7477.24403238426,Count,6081,368
California,Santa Barbara,18567.6983908493,Count,6083,391
California,Santa Clara,23730.4189930654,Count,6085,406
California,Santa Cruz,9144.03675110708,Count,6087,415
California,Shasta,3336.31262216393,Count,6089,431
California,Sierra,250.772635228264,Count,6091,439
California,Siskiyou,1022.943007891,Count,6093,446
California,Solano,13300.4327309328,Count,6095,453
California,Sonoma,15689.846261013,Count,6097,463
California,Stanislaus,24673.2881416784,Count,6099,473
California,Sutter,7039.25508216585,Count,6101,483
California,Tehama,2317.97259319445,Count,6103,492
California,Trinity,133.971298078654,Count,6105,500
California,Tulare,38359.9752193707,Count,6107,501
California,Tuolumne,1599.84546995793,Count,6109,513
California,Ventura,36451.8760418274,Count,6111,521
California,Yolo,4066.65015660241,Count,6113,525
California,Yuba,5159.63960684509,Count,6115,541
Colorado,Adams,25266.5501357674,Count,8001,545
Colorado,Alamosa,274.595183260072,Count,8003,549
Colorado,Arapahoe,8408.63836026407,Count,8005,558
Colorado,Archuleta,901.076603094258,Count,8007,560
Colorado,Baca,67.2315241168985,Count,8009,563
Colorado,Bent,445.022091877698,Count,8011,564
Colorado,Boulder,6240.0063778253,Count,8013,570
Colorado,Broomfield,1944.77486987792,Count,8014,577
Colorado,Chaffee,78.3132620284978,Count,8015,582
Colorado,Cheyenne,81.6541186534708,Count,8017,587
Colorado,Clear Creek,90.9318416679298,Count,8019,591
Colorado,Conejos,181.238137574156,Count,8021,596
Colorado,Costilla,2326.74499380378,Count,8023,599
Colorado,Crowley,55.1943744253031,Count,8025,605
Colorado,Custer,39.9446448203842,Count,8027,610
Colorado,Delta,598.106601361487,Count,8029,617
Colorado,Denver,24694.5308572178,Count,8031,628
Colorado,Dolores,81.9999993122242,Count,8033,636
Colorado,Douglas,3913.22431583342,Count,8035,644
Colorado,Eagle,2672.37852661304,Count,8037,648
Colorado,Elbert,294.163186456725,Count,8039,655
Colorado,El Paso,24928.4207079434,Count,8041,661
Colorado,Fremont,1870.9250091216,Count,8043,664
Colorado,Garfield,2840.96155455621,Count,8045,667
Colorado,Gilpin,0.0,Count,8047,672
Colorado,Grand,18.9475663017084,Count,8049,677
Colorado,Gunnison,84.3818466473387,Count,8051,682
Colorado,Hinsdale,4.72857597630087,Count,8053,688
Colorado,Huerfano,391.494191590452,Count,8055,693
Colorado,Jackson,27.4137595291684,Count,8057,701
Colorado,Jefferson,12818.4279667895,Count,8059,706
Colorado,Kiowa,78.0000005761424,Count,8061,711
Colorado,Kit Carson,87.9108951562405,Count,8063,716
Colorado,Lake,809.13692984226,Count,8065,721
Colorado,La Plata,545.152403385049,Count,8067,727
Colorado,Larimer,5742.91354348066,Count,8069,734
Colorado,Las Animas,2353.43616371565,Count,8071,741
Colorado,Lincoln,82.9999997707639,Count,8073,747
Colorado,Logan,405.522229609608,Count,8075,749
Colorado,Mesa,6093.31965969544,Count,8077,751
Colorado,Mineral,2.84507654303827,Count,8079,757
Colorado,Moffat,485.586395198263,Count,8081,758
Colorado,Montezuma,419.54293517654,Count,8083,766
Colorado,Montrose,2559.59815117076,Count,8085,769
Colorado,Morgan,1335.37915331568,Count,8087,775
Colorado,Otero,2715.82852333179,Count,8089,777
Colorado,Ouray,6.73696711592322,Count,8091,780
Colorado,Park,435.390557420381,Count,8093,782
Colorado,Phillips,17.201364741999,Count,8095,785
Colorado,Pitkin,113.124830182898,Count,8097,789
Colorado,Prowers,1089.57578947052,Count,8099,792
Colorado,Pueblo,23374.6861628001,Count,8101,795
Colorado,Rio Blanco,40.3370139196552,Count,8103,799
Colorado,Rio Grande,213.830583409253,Count,8105,802
Colorado,Routt,373.141259235856,Count,8107,809
Colorado,Saguache,144.960990232588,Count,8109,811
Colorado,San Juan,83.7505928870465,Count,8111,347
Colorado,San Miguel,27.1633114164101,Count,8113,359
Colorado,Sedgwick,52.4060259785863,Count,8115,366
Colorado,Summit,861.702827172172,Count,8117,373
Colorado,Teller,165.858989095854,Count,8119,375
Colorado,Washington,207.651820133601,Count,8121,377
Colorado,Weld,10984.8455013304,Count,8123,382
Colorado,Yuma,286.343361603839,Count,8125,385
Connecticut,Fairfield,16452.6782962189,Count,9001,410
Connecticut,Hartford,14661.5484217366,Count,9003,432
Connecticut,Litchfield,1456.81292289612,Count,9005,443
Connecticut,Middlesex,2189.55317145499,Count,9007,450
Connecticut,New Haven,18410.8337474837,Count,9009,466
Connecticut,New London,7320.44842059673,Count,9011,517
Connecticut,Tolland,2599.02311278995,Count,9013,524
Connecticut,Windham,1443.88084638983,Count,9015,529
Delaware,Kent,1410.9154147916,Count,10001,532
Delaware,New Castle,8469.6608071835,Count,10003,536
Delaware,Sussex,2096.607766213,Count,10005,609
District of Columbia,District of Columbia,507.095807417703,Count,11001,630
Florida,Alachua,3323.51090791409,Count,12001,639
